dataset,AP_position,cell_type,cell_count,group_total,raw_group_frequency,global_frequency,smoothed_frequency_prior
20240328,4,oligodendrocyte_1,12,98,0.12244897959183673,0.0916159567275186,0.11722304351313875
20240328,4,oligodendrocyte_2,14,98,0.14285714285714285,0.14164976335361731,0.14265250226332496
20240328,4,oligodendrocyte_precursor_cell,6,98,0.061224489795918366,0.03718728870858688,0.05715038791670964
20240328,4,oligodendrocyte_progenitor_1,0,98,0.0,0.01656524678837052,0.002807668947181444
20240328,4,oligodendrocyte_progenitor_2,15,98,0.15306122448979592,0.2376605814739689,0.16740009855490998
20240328,4,pericyte,2,98,0.02040816326530612,0.013522650439486139,0.019241127193133242
20240328,4,peripheral_glia,1,98,0.01020408163265306,0.00777552400270453,0.009792461695373648
20240328,4,Schwann_cell,1,98,0.01020408163265306,0.01656524678837052,0.011282245218367886
20240415,1,astrocyte_1,38,165,0.23030303030303031,0.19371196754563894,0.22634723973466367
20240415,1,astrocyte_2,4,165,0.024242424242424242,0.06626098715348208,0.028784971584160227
20240415,1,endothelial,19,165,0.11515151515151516,0.10919540229885058,0.11450761105933521
20240415,1,ependymal,0,165,0.0,0.0033806626098715348,0.0003654770389050308
20240415,1,meninges_1,3,165,0.01818181818181818,0.022650439486139283,0.018664912376879922
20240415,1,meninges_2,0,165,0.0,0.014198782961460446,0.0015350035634011292
20240415,1,meninges_3,1,165,0.006060606060606061,0.006423258958755916,0.006099811779324964
20240415,1,microglia,4,165,0.024242424242424242,0.021636240703177823,0.02396067467061382
20240415,1,oligodendrocyte_1,15,165,0.09090909090909091,0.0916159567275186,0.09098550883540742
20240415,1,oligodendrocyte_2,20,165,0.12121212121212122,0.14164976335361731,0.12342159603822889
20240415,1,oligodendrocyte_precursor_cell,8,165,0.048484848484848485,0.03718728870858688,0.04726349067119858
20240415,1,oligodendrocyte_progenitor_1,1,165,0.006060606060606061,0.01656524678837052,0.007196242896040057
20240415,1,oligodendrocyte_progenitor_2,45,165,0.2727272727272727,0.2376605814739689,0.26893627907826695
20240415,1,pericyte,2,165,0.012121212121212121,0.013522650439486139,0.012272718966430932
20240415,1,peripheral_glia,2,165,0.012121212121212121,0.00777552400270453,0.011651408000292383
20240415,1,Schwann_cell,3,165,0.01818181818181818,0.01656524678837052,0.018007053706850868
20240415,2,astrocyte_1,51,326,0.15644171779141106,0.19371196754563894,0.15859606748818722
20240415,2,astrocyte_2,35,326,0.10736196319018405,0.06626098715348208,0.10498618422852497
20240415,2,endothelial,39,326,0.1196319018404908,0.10919540229885058,0.11902863597103183
20240415,2,ependymal,3,326,0.009202453987730062,0.0033806626098715348,0.00886593425490587
20240415,2,meninges_1,3,326,0.009202453987730062,0.022650439486139283,0.009979794189950247
20240415,2,meninges_2,6,326,0.018404907975460124,0.014198782961460446,0.01816177936193413
20240415,2,meninges_3,1,326,0.003067484662576687,0.006423258958755916,0.003261460055419417
20240415,2,microglia,9,326,0.027607361963190184,0.021636240703177823,0.027262210445270395
20240415,2,oligodendrocyte_1,22,326,0.06748466257668712,0.0916159567275186,0.06887953507095483
20240415,2,oligodendrocyte_2,53,326,0.16257668711656442,0.14164976335361731,0.16136703834413973
20240415,2,oligodendrocyte_precursor_cell,13,326,0.03987730061349693,0.03718728870858688,0.03972180859587207
20240415,2,oligodendrocyte_progenitor_1,3,326,0.009202453987730062,0.01656524678837052,0.009628048947304655
20240415,2,oligodendrocyte_progenitor_2,63,326,0.19325153374233128,0.2376605814739689,0.19581853072103866
20240415,2,pericyte,6,326,0.018404907975460124,0.013522650439486139,0.01812269655719573
20240415,2,peripheral_glia,5,326,0.015337423312883436,0.00777552400270453,0.014900319306514712
20240415,2,Schwann_cell,14,326,0.04294478527607362,0.01656524678837052,0.04141995646175552
20240415,3,astrocyte_1,14,61,0.22950819672131148,0.19371196754563894,0.22066962161620712
20240415,3,astrocyte_2,2,61,0.03278688524590164,0.06626098715348208,0.04105209559345237
20240415,3,endothelial,9,61,0.14754098360655737,0.10919540229885058,0.13807293883922236
20240415,3,ependymal,2,61,0.03278688524590164,0.0033806626098715348,0.025526089533301613
20240415,3,meninges_1,0,61,0.0,0.022650439486139283,0.005592701107688712
20240415,3,meninges_2,0,61,0.0,0.014198782961460446,0.0035058723361630732
20240415,3,meninges_3,0,61,0.0,0.006423258958755916,0.0015859898663594853
20240415,3,microglia,0,61,0.0,0.021636240703177823,0.0053422816551056355
20240415,3,oligodendrocyte_1,4,61,0.06557377049180328,0.0916159567275186,0.07200393993272064
20240415,3,oligodendrocyte_2,4,61,0.06557377049180328,0.14164976335361731,0.08435796626015243
20240415,3,oligodendrocyte_precursor_cell,3,61,0.04918032786885246,0.03718728870858688,0.04621908363174985
20240415,3,oligodendrocyte_progenitor_1,0,61,0.0,0.01656524678837052,0.004090184392190252
20240415,3,oligodendrocyte_progenitor_2,22,61,0.36065573770491804,0.2376605814739689,0.33028656332690587
20240415,3,pericyte,1,61,0.01639344262295082,0.013522650439486139,0.0156846050467867
20240415,3,peripheral_glia,0,61,0.0,0.00777552400270453,0.0019198824698035877
20240415,3,Schwann_cell,0,61,0.0,0.01656524678837052,0.004090184392190252
20240415,4,astrocyte_1,29,158,0.18354430379746836,0.19371196754563894,0.1846867379264763
20240415,4,astrocyte_2,13,158,0.08227848101265822,0.06626098715348208,0.08047876260151485
20240415,4,endothelial,18,158,0.11392405063291139,0.10919540229885058,0.11339274183133154
20240415,4,ependymal,1,158,0.006329113924050633,0.0033806626098715348,0.005997827259536127
20240415,4,meninges_1,7,158,0.04430379746835443,0.022650439486139283,0.04187083589731902
20240415,4,meninges_2,2,158,0.012658227848101266,0.014198782961460446,0.012831323928253983
20240415,4,meninges_3,0,158,0.0,0.006423258958755916,0.0007217144897478557
20240415,4,microglia,3,158,0.0189873417721519,0.021636240703177823,0.019284970865525598
20240415,4,oligodendrocyte_1,8,158,0.05063291139240506,0.0916159567275186,0.055237747946912205
20240415,4,oligodendrocyte_2,23,158,0.14556962025316456,0.14164976335361731,0.14512918689366486
20240415,4,oligodendrocyte_precursor_cell,5,158,0.03164556962025317,0.03718728870858688,0.03226823468635808
20240415,4,oligodendrocyte_progenitor_1,2,158,0.012658227848101266,0.01656524678837052,0.01309721874026635
20240415,4,oligodendrocyte_progenitor_2,35,158,0.22151898734177214,0.2376605814739689,0.22333264960381674
20240415,4,pericyte,2,158,0.012658227848101266,0.013522650439486139,0.012755353981964734
20240415,4,peripheral_glia,2,158,0.012658227848101266,0.00777552400270453,0.012109609438506128
20240415,4,Schwann_cell,8,158,0.05063291139240506,0.01656524678837052,0.046805083908805674
20240422,1,astrocyte_1,3,34,0.08823529411764706,0.19371196754563894,0.12730072872060702
20240422,1,astrocyte_2,0,34,0.0,0.06626098715348208,0.02454110635314151
20240422,1,endothelial,5,34,0.14705882352941177,0.10919540229885058,0.13303533418475946
20240422,1,ependymal,0,34,0.0,0.0033806626098715348,0.0012520972629153832
20240422,1,meninges_1,0,34,0.0,0.022650439486139283,0.008389051661533068
20240422,1,meninges_2,0,34,0.0,0.014198782961460446,0.00525880850424461
20240422,1,meninges_3,0,34,0.0,0.006423258958755916,0.002378984799539228
20240422,1,microglia,1,34,0.029411764705882353,0.021636240703177823,0.02653194100117697
20240422,1,oligodendrocyte_1,14,34,0.4117647058823529,0.0916159567275186,0.29319109508426616
20240422,1,oligodendrocyte_2,0,34,0.0,0.14164976335361731,0.05246287531615456
20240422,1,oligodendrocyte_precursor_cell,6,34,0.17647058823529413,0.03718728870858688,0.12488418100318033
20240422,1,oligodendrocyte_progenitor_1,0,34,0.0,0.01656524678837052,0.006135276588285377
20240422,1,oligodendrocyte_progenitor_2,5,34,0.14705882352941177,0.2376605814739689,0.18061503017554403
20240422,1,pericyte,0,34,0.0,0.013522650439486139,0.005008389051661533
20240422,1,peripheral_glia,0,34,0.0,0.00777552400270453,0.0028798237047053814
20240422,1,Schwann_cell,0,34,0.0,0.01656524678837052,0.006135276588285377
20240422,2,astrocyte_1,6,22,0.2727272727272727,0.19371196754563894,0.23510093692649475
20240422,2,astrocyte_2,1,22,0.045454545454545456,0.06626098715348208,0.055362374834991464
20240422,2,endothelial,0,22,0.0,0.10919540229885058,0.05199781061850028
20240422,2,ependymal,0,22,0.0,0.0033806626098715348,0.0016098393380340641
20240422,2,meninges_1,0,22,0.0,0.022650439486139283,0.01078592356482823
20240422,2,meninges_2,0,22,0.0,0.014198782961460446,0.0067613252197430695
20240422,2,meninges_3,0,22,0.0,0.006423258958755916,0.0030586947422647217
20240422,2,microglia,1,22,0.045454545454545456,0.021636240703177823,0.03411249557294182
20240422,2,oligodendrocyte_1,6,22,0.2727272727272727,0.0916159567275186,0.186483788917866
20240422,2,oligodendrocyte_2,1,22,0.045454545454545456,0.14164976335361731,0.0912617920731511
20240422,2,oligodendrocyte_precursor_cell,3,22,0.13636363636363635,0.03718728870858688,0.08913680414694614
20240422,2,oligodendrocyte_progenitor_1,1,22,0.045454545454545456,0.01656524678837052,0.03169773656589073
20240422,2,oligodendrocyte_progenitor_2,3,22,0.13636363636363635,0.2376605814739689,0.18460027689236616
20240422,2,pericyte,0,22,0.0,0.013522650439486139,0.0064393573521362565
20240422,2,peripheral_glia,0,22,0.0,0.00777552400270453,0.003702630477478348
20240422,2,Schwann_cell,0,22,0.0,0.01656524678837052,0.007888212756366914
20240422,3,astrocyte_1,0,4,0.0,0.19371196754563894,0.16142663962136578
20240422,3,astrocyte_2,0,4,0.0,0.06626098715348208,0.0552174892945684
20240422,3,endothelial,1,4,0.25,0.10919540229885058,0.13266283524904215
20240422,3,ependymal,0,4,0.0,0.0033806626098715348,0.002817218841559612
20240422,3,meninges_1,0,4,0.0,0.022650439486139283,0.018875366238449404
20240422,3,meninges_2,0,4,0.0,0.014198782961460446,0.011832319134550372
20240422,3,meninges_3,0,4,0.0,0.006423258958755916,0.005352715798963264
20240422,3,microglia,0,4,0.0,0.021636240703177823,0.01803020058598152
20240422,3,oligodendrocyte_1,2,4,0.5,0.0916159567275186,0.15967996393959882
20240422,3,oligodendrocyte_2,0,4,0.0,0.14164976335361731,0.11804146946134776
20240422,3,oligodendrocyte_precursor_cell,0,4,0.0,0.03718728870858688,0.030989407257155738
20240422,3,oligodendrocyte_progenitor_1,0,4,0.0,0.01656524678837052,0.0138043723236421
20240422,3,oligodendrocyte_progenitor_2,1,4,0.25,0.2376605814739689,0.23971715122830742
20240422,3,pericyte,0,4,0.0,0.013522650439486139,0.011268875366238449
20240422,3,peripheral_glia,0,4,0.0,0.00777552400270453,0.006479603335587108
20240422,3,Schwann_cell,0,4,0.0,0.01656524678837052,0.0138043723236421
20240422,4,astrocyte_1,2,11,0.18181818181818182,0.19371196754563894,0.18949159196492835
20240422,4,astrocyte_2,1,11,0.09090909090909091,0.06626098715348208,0.07500708848611747
20240422,4,endothelial,0,11,0.0,0.10919540229885058,0.07044864664441973
20240422,4,ependymal,0,11,0.0,0.0033806626098715348,0.0021810726515300223
20240422,4,meninges_1,0,11,0.0,0.022650439486139283,0.014613186765251151
20240422,4,meninges_2,1,11,0.09090909090909091,0.014198782961460446,0.04141856965255512
20240422,4,meninges_3,0,11,0.0,0.006423258958755916,0.004144038037907043
20240422,4,microglia,0,11,0.0,0.021636240703177823,0.013958864969792144
20240422,4,oligodendrocyte_1,4,11,0.36363636363636365,0.0916159567275186,0.18813932692097973
20240422,4,oligodendrocyte_2,0,11,0.0,0.14164976335361731,0.09138694409910794
20240422,4,oligodendrocyte_precursor_cell,0,11,0.0,0.03718728870858688,0.02399179916683025
20240422,4,oligodendrocyte_progenitor_1,0,11,0.0,0.01656524678837052,0.010687255992497108
20240422,4,oligodendrocyte_progenitor_2,3,11,0.2727272727272727,0.2376605814739689,0.2501036009509477
20240422,4,pericyte,0,11,0.0,0.013522650439486139,0.008724290606120089
20240422,4,peripheral_glia,0,11,0.0,0.00777552400270453,0.005016467098519052
20240422,4,Schwann_cell,0,11,0.0,0.01656524678837052,0.010687255992497108
20240503,1,astrocyte_1,82,534,0.15355805243445692,0.19371196754563894,0.15500765225796528
20240503,1,astrocyte_2,37,534,0.06928838951310862,0.06626098715348208,0.06917909700915097
20240503,1,endothelial,50,534,0.09363295880149813,0.10919540229885058,0.0941947798663845
20240503,1,ependymal,0,534,0.0,0.0033806626098715348,0.00012204558158380992
20240503,1,meninges_1,24,534,0.0449438202247191,0.022650439486139283,0.0441390050356007
20240503,1,meninges_2,12,534,0.02247191011235955,0.014198782961460446,0.02217324126214659
20240503,1,meninges_3,3,534,0.0056179775280898875,0.006423258958755916,0.005647049059882885
20240503,1,microglia,16,534,0.0299625468164794,0.021636240703177823,0.02966195814812916
20240503,1,oligodendrocyte_1,39,534,0.07303370786516854,0.0916159567275186,0.07370454717427866
20240503,1,oligodendrocyte_2,106,534,0.19850187265917604,0.14164976335361731,0.19644944994056382
20240503,1,oligodendrocyte_precursor_cell,16,534,0.0299625468164794,0.03718728870858688,0.03022336782341469
20240503,1,oligodendrocyte_progenitor_1,7,534,0.013108614232209739,0.01656524678837052,0.01323340241113251
20240503,1,oligodendrocyte_progenitor_2,126,534,0.23595505617977527,0.2376605814739689,0.236016627490035
20240503,1,pericyte,10,534,0.018726591760299626,0.013522650439486139,0.018538723842580727
20240503,1,peripheral_glia,3,534,0.0056179775280898875,0.00777552400270453,0.005695867292516409
20240503,1,Schwann_cell,3,534,0.0056179775280898875,0.01656524678837052,0.006013185804634315
20240503,2,astrocyte_1,28,113,0.24778761061946902,0.19371196754563894,0.239655934969269
20240503,2,astrocyte_2,6,113,0.05309734513274336,0.06626098715348208,0.05507684017345595
20240503,2,endothelial,12,113,0.10619469026548672,0.10919540229885058,0.1066459251577219
20240503,2,ependymal,0,113,0.0,0.0033806626098715348,0.000508370317273915
20240503,2,meninges_1,1,113,0.008849557522123894,0.022650439486139283,0.010924878118216434
20240503,2,meninges_2,1,113,0.008849557522123894,0.014198782961460446,0.009653952325031646
20240503,2,meninges_3,0,113,0.0,0.006423258958755916,0.0009659036028204385
20240503,2,microglia,1,113,0.008849557522123894,0.021636240703177823,0.010772367023034258
20240503,2,oligodendrocyte_1,9,113,0.07964601769911504,0.0916159567275186,0.08144600853045393
20240503,2,oligodendrocyte_2,16,113,0.1415929203539823,0.14164976335361731,0.14160146817347627
20240503,2,oligodendrocyte_precursor_cell,1,113,0.008849557522123894,0.03718728870858688,0.013110870482494269
20240503,2,oligodendrocyte_progenitor_1,1,113,0.008849557522123894,0.01656524678837052,0.010009811547123387
20240503,2,oligodendrocyte_progenitor_2,34,113,0.3008849557522124,0.2376605814739689,0.29137753104871716
20240503,2,pericyte,0,113,0.0,0.013522650439486139,0.00203348126909566
20240503,2,peripheral_glia,1,113,0.008849557522123894,0.00777552400270453,0.008688048722211206
20240503,2,Schwann_cell,2,113,0.017699115044247787,0.01656524678837052,0.01752860853960459
20240503,3,astrocyte_1,22,90,0.24444444444444444,0.19371196754563894,0.2352203577355707
20240503,3,astrocyte_2,6,90,0.06666666666666667,0.06626098715348208,0.06659290675517857
20240503,3,endothelial,10,90,0.1111111111111111,0.10919540229885058,0.11076280041797283
20240503,3,ependymal,0,90,0.0,0.0033806626098715348,0.0006146659290675518
20240503,3,meninges_1,0,90,0.0,0.022650439486139283,0.004118261724752597
20240503,3,meninges_2,0,90,0.0,0.014198782961460446,0.0025815969020837174
20240503,3,meninges_3,0,90,0.0,0.006423258958755916,0.0011678652652283483
20240503,3,microglia,0,90,0.0,0.021636240703177823,0.003933861946032332
20240503,3,oligodendrocyte_1,8,90,0.08888888888888889,0.0916159567275186,0.0893847194050034
20240503,3,oligodendrocyte_2,7,90,0.07777777777777778,0.14164976335361731,0.08939086606429406
20240503,3,oligodendrocyte_precursor_cell,1,90,0.011111111111111112,0.03718728870858688,0.01585223431065216
20240503,3,oligodendrocyte_progenitor_1,0,90,0.0,0.01656524678837052,0.0030118630524310036
20240503,3,oligodendrocyte_progenitor_2,34,90,0.37777777777777777,0.2376605814739689,0.352301923904358
20240503,3,pericyte,1,90,0.011111111111111112,0.013522650439486139,0.011549572807179298
20240503,3,peripheral_glia,0,90,0.0,0.00777552400270453,0.001413731636855369
20240503,3,Schwann_cell,1,90,0.011111111111111112,0.01656524678837052,0.012102772143340096
20240503,4,astrocyte_1,29,178,0.16292134831460675,0.19371196754563894,0.16603151187329687
20240503,4,astrocyte_2,15,178,0.08426966292134831,0.06626098715348208,0.08245060476297798
20240503,4,endothelial,22,178,0.12359550561797752,0.10919540229885058,0.12214094972715663
20240503,4,ependymal,1,178,0.0056179775280898875,0.0033806626098715348,0.005391986122209246
20240503,4,meninges_1,1,178,0.0056179775280898875,0.022650439486139283,0.00733842823092316
20240503,4,meninges_2,1,178,0.0056179775280898875,0.014198782961460446,0.006484725551662671
20240503,4,meninges_3,0,178,0.0,0.006423258958755916,0.0006488140362379713
20240503,4,microglia,3,178,0.016853932584269662,0.021636240703177823,0.017336994010422
20240503,4,oligodendrocyte_1,3,178,0.016853932584269662,0.0916159567275186,0.024405652194698847
20240503,4,oligodendrocyte_2,33,178,0.1853932584269663,0.14164976335361731,0.18097472357107247
20240503,4,oligodendrocyte_precursor_cell,8,178,0.0449438202247191,0.03718728870858688,0.044160332192786554
20240503,4,oligodendrocyte_progenitor_1,5,178,0.028089887640449437,0.01656524678837052,0.02692578250387581
20240503,4,oligodendrocyte_progenitor_2,50,178,0.2808988764044944,0.2376605814739689,0.2765313718660575
20240503,4,pericyte,4,178,0.02247191011235955,0.013522650439486139,0.021567944488836983
20240503,4,peripheral_glia,1,178,0.0056179775280898875,0.00777552400270453,0.0058359115154246995
20240503,4,Schwann_cell,2,178,0.011235955056179775,0.01656524678837052,0.01177426735236066
20240610,1,astrocyte_1,5,50,0.1,0.19371196754563894,0.12677484787018256
20240610,1,astrocyte_2,2,50,0.04,0.06626098715348208,0.04750313918670916
20240610,1,endothelial,3,50,0.06,0.10919540229885058,0.07405582922824301
20240610,1,ependymal,0,50,0.0,0.0033806626098715348,0.0009659036028204385
20240610,1,meninges_1,1,50,0.02,0.022650439486139283,0.020757268424611224
20240610,1,meninges_2,2,50,0.04,0.014198782961460446,0.032628223703274416
20240610,1,meninges_3,5,50,0.1,0.006423258958755916,0.07326378827393026
20240610,1,microglia,0,50,0.0,0.021636240703177823,0.006181783058050806
20240610,1,oligodendrocyte_1,4,50,0.08,0.0916159567275186,0.08331884477929102
20240610,1,oligodendrocyte_2,7,50,0.14,0.14164976335361731,0.1404713609581764
20240610,1,oligodendrocyte_precursor_cell,4,50,0.08,0.03718728870858688,0.06776779677388196
20240610,1,oligodendrocyte_progenitor_1,4,50,0.08,0.01656524678837052,0.06187578479667729
20240610,1,oligodendrocyte_progenitor_2,11,50,0.22,0.2376605814739689,0.22504588042113396
20240610,1,pericyte,2,50,0.04,0.013522650439486139,0.03243504298271032
20240610,1,peripheral_glia,0,50,0.0,0.00777552400270453,0.0022215782864870087
20240610,1,Schwann_cell,0,50,0.0,0.01656524678837052,0.004732927653820149
20240610,2,astrocyte_1,23,129,0.17829457364341086,0.19371196754563894,0.1803640224893475
20240610,2,astrocyte_2,6,129,0.046511627906976744,0.06626098715348208,0.04916254861120565
20240610,2,endothelial,14,129,0.10852713178294573,0.10919540229885058,0.10861683252333566
20240610,2,ependymal,0,129,0.0,0.0033806626098715348,0.0004537802160901389
20240610,2,meninges_1,2,129,0.015503875968992248,0.022650439486139283,0.01646314623975024
20240610,2,meninges_2,1,129,0.007751937984496124,0.014198782961460446,0.008617286303551738
20240610,2,meninges_3,1,129,0.007751937984496124,0.006423258958755916,0.007573591806544418
20240610,2,microglia,1,129,0.007751937984496124,0.021636240703177823,0.009615602778950042
20240610,2,oligodendrocyte_1,20,129,0.15503875968992248,0.0916159567275186,0.14652563177550584
20240610,2,oligodendrocyte_2,19,129,0.14728682170542637,0.14164976335361731,0.14653016957766674
20240610,2,oligodendrocyte_precursor_cell,4,129,0.031007751937984496,0.03718728870858688,0.03183721996088415
20240610,2,oligodendrocyte_progenitor_1,3,129,0.023255813953488372,0.01656524678837052,0.022357751246761145
20240610,2,oligodendrocyte_progenitor_2,34,129,0.26356589147286824,0.2376605814739689,0.26008866865422403
20240610,2,pericyte,0,129,0.0,0.013522650439486139,0.0018151208643605555
20240610,2,peripheral_glia,0,129,0.0,0.00777552400270453,0.0010436944970073194
20240610,2,Schwann_cell,1,129,0.007751937984496124,0.01656524678837052,0.008934932454814835
20240610,3,astrocyte_1,9,70,0.12857142857142856,0.19371196754563894,0.1430471038990309
20240610,3,astrocyte_2,10,70,0.14285714285714285,0.06626098715348208,0.12583577492299602
20240610,3,endothelial,4,70,0.05714285714285714,0.10919540229885058,0.06871008939974457
20240610,3,ependymal,0,70,0.0,0.0033806626098715348,0.00075125835774923
20240610,3,meninges_1,0,70,0.0,0.022650439486139283,0.005033430996919841
20240610,3,meninges_2,0,70,0.0,0.014198782961460446,0.0031552851025467656
20240610,3,meninges_3,0,70,0.0,0.006423258958755916,0.0014273908797235368
20240610,3,microglia,2,70,0.02857142857142857,0.021636240703177823,0.027030275711817296
20240610,3,oligodendrocyte_1,2,70,0.02857142857142857,0.0916159567275186,0.04258132371722635
20240610,3,oligodendrocyte_2,12,70,0.17142857142857143,0.14164976335361731,0.16481105852302608
20240610,3,oligodendrocyte_precursor_cell,2,70,0.02857142857142857,0.03718728870858688,0.030486064157463754
20240610,3,oligodendrocyte_progenitor_1,1,70,0.014285714285714285,0.01656524678837052,0.01479227706408234
20240610,3,oligodendrocyte_progenitor_2,27,70,0.38571428571428573,0.2376605814739689,0.35281346254977086
20240610,3,pericyte,0,70,0.0,0.013522650439486139,0.00300503343099692
20240610,3,peripheral_glia,0,70,0.0,0.00777552400270453,0.0017278942228232288
20240610,3,Schwann_cell,1,70,0.014285714285714285,0.01656524678837052,0.01479227706408234
20240610,4,astrocyte_1,16,79,0.20253164556962025,0.19371196754563894,0.2007498924334624
20240610,4,astrocyte_2,4,79,0.05063291139240506,0.06626098715348208,0.05379009841484487
20240610,4,endothelial,11,79,0.13924050632911392,0.10919540229885058,0.13317078834320215
20240610,4,ependymal,0,79,0.0,0.0033806626098715348,0.0006829621434083909
20240610,4,meninges_1,0,79,0.0,0.022650439486139283,0.004575846360836219
20240610,4,meninges_2,1,79,0.012658227848101266,0.014198782961460446,0.012969451103325341
20240610,4,meninges_3,2,79,0.02531645569620253,0.006423258958755916,0.021499648274496144
20240610,4,microglia,3,79,0.0379746835443038,0.021636240703177823,0.034673988020844
20240610,4,oligodendrocyte_1,8,79,0.10126582278481013,0.0916159567275186,0.0993163548944482
20240610,4,oligodendrocyte_2,11,79,0.13924050632911392,0.14164976335361731,0.1397272249199227
