Unnamed: 0,Datasets,volume,center_x,center_y,MERFISH_cell_type_annotation,Region,Excitatory_vs_Inhibitory,Segment,Gender,Mouse_ID,AP_position,Section_ID,Sema7a,Cck,Adcyap1r1,Gabrb3,Ntrk3,Grik1,Spr,Prox1,Cyp27a1,Sst,Dpy19l1,Sstr2,Shox2,Adra1b,Dlk1,Pax2,Crhr1,Sema6d,Chrnb2,Cdh19,Pmp22,Onecut2,Penk,Rorb,Esrrg,Ccn2,Sema6c,Pvalb,Sema4d,Pcdhb16,Bnc2,Farp2,Rnf220,Prkcg,Vgf,Plxna1,Pcdhb19,Notch2,P2rx7,Gabra1,Gabrq,Adamts2,Hrh2,P2rx6,Sema5b,Gad2,Pcdhgb4,Sema4c,Ramp2,Plxnb2,Plxnc1,Jag2,Ptgds,Gabrg2,Tnr,Sstr3,Grid1,Grik5,Plxnb1,P2rx3,Grik3,Zfhx3,Chat,Oprm1,Chrm3,Pkd2l1,Hrh1,Chrna7
2656144900422100060,20240328,2078.043701,7576.468441,4448.250376,M_ex_Vsx2,3.0,excitatory,20.0,male,M2,4,0328_M2_T,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,1,0,0
2656144900504100138,20240328,3853.965332,8868.129236,5423.412174,M_ex_Vsx2,3.0,excitatory,20.0,male,M2,2,0328_M2_L,1,0,0,1,2,0,1,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,2,0,0,1,0,0,1,0,5,0,0,1,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,8,0,2,0,1,1,1,1,0,1,0,0,0,0,0,0
2656144900616100246,20240328,2473.518066,10942.53193,6639.559026,visceral_motoneuron,,,20.0,male,M1,2,0328_M1_L,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,3,0,0,0,1,0
2707604700082100082,20240415,2216.213379,4747.354392,6111.440821,M_ex_Vsx2,3.0,excitatory,20.0,male,M2,2,0415_M2_L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2707604700318100133,20240415,2209.639648,3686.979452,9022.909417,visceral_motoneuron,,,20.0,male,M2,1,0415_M2_C,0,1,2,2,4,0,1,1,0,17,0,2,0,2,5,0,1,6,2,0,0,0,0,1,0,0,0,7,3,0,2,0,1,3,0,3,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4,2,0,0,0,4,5,0,0,0,1,10,0,0,3,1,1
2707604700388100111,20240415,1007.352112,3042.594254,9749.286521,M_ex_Vsx2,3.0,excitatory,20.0,male,M2,1,0415_M2_C,1,0,2,0,1,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,1
2707604800102100026,20240415,831.2894287,5046.649249,4059.849831,M_ex_Vsx2/Shox2,3.0,excitatory,20.0,male,M1,2,0415_M1_L,4,0,2,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,1,1,0,0,0,0,2,0,0,5,0,0,0,1,0,0,1,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,1,0,0,2,1,2,2,0,1,0,0,0,0,0,0,0,1
2707737900073100097,20240415,688.1576538,10705.55264,9268.110813,M_ex_Vsx2,3.0,excitatory,20.0,female,F1,2,0415_F1_L,0,1,1,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2707737900100100056,20240415,2647.311768,10888.6939,9785.747036,M_ex_Vsx2/Shox2,3.0,excitatory,20.0,female,F1,2,0415_F1_L,5,0,3,0,10,0,0,0,0,0,2,0,6,0,34,0,2,1,2,1,0,0,0,0,1,0,2,4,0,0,0,0,10,0,8,1,1,1,2,1,1,0,0,2,2,0,0,0,0,0,1,0,3,1,2,0,7,3,0,0,0,4,0,1,0,0,0,1
2726544600055100014,20240422,3960.440186,930.339194,6951.158233,M_ex_Vsx2,3.0,excitatory,20.0,female,F1,1,0422_F1_C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2726562700098100082,20240422,3125.104492,12773.26709,8992.046364,M_ex_Vsx2/Shox2,3.0,excitatory,20.0,female,F2,1,0422_F2_C,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2787445900163100023,20240503,3806.812744,4400.099987,1036.349008,visceral_motoneuron,,,20.0,female,F5,4,0503_F5_T,1,0,1,0,0,0,0,0,0,1,1,0,0,0,7,0,0,3,2,1,0,0,0,0,0,0,1,0,0,0,0,1,8,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,1,44,0,1,1,1,3,0,0,0,2,8,0,0,0,1,0
2787445900718100161,20240503,2130.293701,4178.549804,5435.806502,M_ex_Vsx2,3.0,excitatory,20.0,female,F3,2,0503_F3_L,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2787889600093100265,20240503,3165.790771,8194.527472,6513.787907,M_ex_Vsx2/Shox2,3.0,excitatory,20.0,male,M5,1,0503_M5_C,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,3,1,0,2,1,0,0,1,1,0,5,1,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,15,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1
2787889600094100279,20240503,2130.649658,8497.195112,6530.533933,M_ex_Vsx2,3.0,excitatory,20.0,male,M5,1,0503_M5_C,0,0,4,0,2,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,4,0,3,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
2787889600095100107,20240503,3710.265869,8684.526995,6424.506791,M_ex_Vsx2/Shox2,3.0,excitatory,20.0,male,M5,1,0503_M5_C,2,0,0,0,4,1,0,0,0,0,1,0,4,1,38,0,0,7,6,1,1,1,2,0,2,1,1,0,0,0,0,0,10,0,0,1,0,0,2,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,3,1,2,2,0,0,3,2,0,0,0,0,0,1
2787889600350100152,20240503,2314.237305,9631.156996,8391.893051,M_ex_Vsx2,3.0,excitatory,20.0,male,M4,1,0503_M4_C,0,0,1,0,0,0,0,0,0,3,3,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,8,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,21,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
2787889600450100189,20240503,4609.228516,7253.945659,9256.863845,M_ex_Vsx2/Shox2,3.0,excitatory,20.0,male,M4,4,0503_M4_T,2,1,6,0,6,1,4,0,0,0,2,2,8,0,2,0,0,1,4,1,1,2,0,0,2,0,1,3,0,0,2,1,18,0,2,4,0,0,0,2,0,1,0,0,0,2,1,3,0,0,0,2,10,0,7,0,2,3,1,0,0,4,0,1,0,0,0,2
2787889600583100024,20240503,2707.190186,4155.809158,10242.72743,M_ex_Vsx2/Shox2,3.0,excitatory,20.0,male,M4,3,0503_M4_S,1,0,1,0,0,0,0,0,0,1,0,1,3,0,1,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2795103300074100151,20240610,5758.505859,1504.73181,661.8410001,M_ex_Vsx2,3.0,excitatory,20.0,male,M4,1,0610_M4_C,1,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2795103300330100202,20240610,4124.521484,4638.643569,2631.780863,M_ex_Vsx2/Shox2,3.0,excitatory,20.0,male,M5,4,0610_M5_T,0,0,0,0,2,0,0,0,0,0,0,0,3,0,12,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2795584800384100230,20240610,2629.240723,6870.240269,6805.281186,M_ex_Vsx2/Shox2,3.0,excitatory,20.0,female,F4,2,0610_F4_L,0,0,0,0,1,0,2,0,0,0,0,0,3,0,1,0,0,3,0,0,0,0,2,1,7,0,0,2,0,1,1,0,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2
2795584800421100048,20240610,2720.984863,7187.200146,6868.824231,M_ex_Vsx2/Shox2,3.0,excitatory,20.0,female,F4,2,0610_F4_L,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0
2795903600031100177,20240613,5972.574219,1469.639611,4249.489919,M_ex_Vsx2/Shox2,3.0,excitatory,20.0,male,M5,3,0613_M5_S,3,0,4,2,9,0,1,0,1,0,2,0,26,0,18,0,0,1,2,2,0,0,0,0,11,1,0,28,0,1,2,3,10,1,0,1,0,0,3,3,1,0,0,1,0,0,2,1,0,0,0,0,0,0,6,0,3,3,0,0,0,1,0,0,0,0,1,1
2795903600032100231,20240613,3380.590088,1862.132726,4266.062555,M_ex_Vsx2,3.0,excitatory,20.0,male,M5,3,0613_M5_S,0,0,0,0,0,1,1,0,0,0,1,0,0,0,14,0,0,1,0,0,0,0,6,0,1,0,0,2,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2795903600113100201,20240613,721.9726563,2742.584468,5099.850799,M_ex_Vsx2,3.0,excitatory,20.0,male,M5,2,0613_M5_L,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2795903600141100114,20240613,838.9290161,3128.04698,5239.501549,M_ex_Vsx2/Shox2,3.0,excitatory,20.0,male,M5,2,0613_M5_L,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2795903600184100163,20240613,3681.44751,673.8510012,5854.259415,M_ex_Vsx2,3.0,excitatory,20.0,male,M4,3,0613_M4_S,0,0,0,0,1,0,0,0,0,1,0,0,1,0,6,1,0,1,1,0,0,0,3,1,0,0,0,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2795903600211100265,20240613,3300.204346,1037.439644,6227.208971,M_ex_Vsx2/Shox2,3.0,excitatory,20.0,male,M4,3,0613_M4_S,1,0,0,0,2,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2795903600267200054,20240613,4659.798828,2131.020059,6642.877736,M_ex_Vsx2/Shox2,3.0,excitatory,20.0,male,M4,2,0613_M4_L,0,0,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,4,0,2,0,1,0,0,0,0,0,4,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
2795903600453100037,20240613,7659.07373,3073.992716,8548.222041,M_ex_Vsx2/Shox2,3.0,excitatory,20.0,male,M4,4,0613_M4_T,1,0,6,1,2,0,1,0,1,0,0,0,6,0,30,0,0,5,2,1,0,2,1,0,2,0,0,5,0,0,0,0,18,0,0,0,0,0,1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,1,1,0,3,4,0,0,0,3,0,0,0,0,0,0
2795903600489100272,20240613,2011.475098,6089.351472,9064.93838,M_ex_Vsx2,3.0,excitatory,20.0,male,M5,1,0613_M5_C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,1,3,0,0,0,0,0,1,0,2,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
2795903600694100117,20240613,2527.473145,5123.901492,11182.83535,M_ex_Vsx2/Shox2,3.0,excitatory,20.0,male,M4,1,0613_M4_C,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2796212800110100105,20240613,1103.712891,6660.606722,812.9207676,M_ex_Vsx2,3.0,excitatory,20.0,female,F5,3,0613_F5_S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2796212800264100246,20240613,4617.157227,4960.335151,2339.765588,visceral_motoneuron,,,20.0,female,F4,3,0613_F4_S,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,5,0,0,0,0,1
2796212800296100080,20240613,3745.7771,4815.201342,2466.704121,M_ex_Vsx2,3.0,excitatory,20.0,female,F4,3,0613_F4_S,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1,0,0,1,0,4,0,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0
2796212800593100201,20240613,2948.32373,7425.593672,5086.531829,M_ex_Vsx2,3.0,excitatory,20.0,female,F4,4,0613_F4_T,1,0,1,1,1,0,0,0,0,0,2,0,0,0,2,0,0,2,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2796212800779100178,20240613,3038.527588,5787.525038,6759.159022,visceral_motoneuron,,,20.0,female,F3,4,0613_F3_T,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,4,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,2,0,0,1,0,4,0,0,0,0,0
2796212800790100256,20240613,1009.004944,8932.31682,6858.965813,M_ex_Vsx2/Shox2,3.0,excitatory,20.0,female,F4,1,0613_F4_C,1,0,0,0,0,0,1,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,2,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1
2796212800918100051,20240613,4013.001465,8843.285682,7805.210333,M_ex_Vsx2,3.0,excitatory,20.0,female,F4,1,0613_F4_C,6,0,5,0,4,0,0,1,0,0,1,1,0,0,0,0,1,2,3,0,0,0,0,0,3,0,0,32,0,0,2,1,6,0,6,0,0,1,1,1,0,1,0,1,2,0,3,0,0,0,0,0,0,0,4,0,4,1,0,0,0,0,1,0,0,0,0,1
2796212800919100045,20240613,925.3296509,9024.81856,7792.031722,M_ex_Vsx2/Shox2,3.0,excitatory,20.0,female,F4,1,0613_F4_C,0,0,0,2,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
2796212800978100213,20240613,2740.260742,7745.387725,8488.157594,M_ex_Vsx2,3.0,excitatory,20.0,female,F3,1,0613_F3_C,0,0,2,0,3,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,1,1,2,0,4,0,1,4,0,0,1,0,7,1,0,0,1,0,0,1,0,0,2,2,3,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,5
2946331700000011054,20240415,2908.283447,10265.10779,1942.392513,M_ex_Vsx2,3.0,excitatory,20.0,female,F2,4,0415_F2_T,1,1,1,1,0,0,2,0,0,0,0,0,2,0,2,0,3,1,0,0,0,1,0,0,6,0,0,3,0,1,1,1,14,0,32,3,0,1,0,2,0,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0,2,1,1,0,0,0,0,0,1,1,0,1
2946331700000015905,20240415,1507.554199,11072.94453,3005.410721,M_ex_Vsx2/Shox2,3.0,excitatory,20.0,female,F2,2,0415_F2_L,0,0,2,0,1,0,0,0,0,0,0,0,2,0,8,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0
2946331700000017343,20240415,2118.195801,10698.7775,3109.493193,M_ex_Vsx2,3.0,excitatory,20.0,female,F2,2,0415_F2_L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2946331700000020205,20240415,1940.942627,11090.27337,3839.516968,M_ex_Vsx2,3.0,excitatory,20.0,female,F2,2,0415_F2_L,0,1,2,0,3,1,2,0,0,2,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2946331700000021488,20240415,3917.599365,11283.74703,3920.532186,M_ex_Vsx2,3.0,excitatory,20.0,female,F2,2,0415_F2_L,0,0,4,1,2,0,0,0,0,2,0,0,0,0,1,0,0,3,3,0,1,0,0,2,1,0,0,3,1,1,0,0,7,0,15,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,2,0,0,3,0,0,2
