Unnamed: 0,Datasets,volume,center_x,center_y,MERFISH_cell_type_annotation,Region,Excitatory_vs_Inhibitory,Segment,Gender,Mouse_ID,AP_position,Section_ID,Sema7a,Cck,Adcyap1r1,Gabrb3,Ntrk3,Grik1,Nrgn,Sst,Dpy19l1,Nmu,Sstr2,Pax2,Htr1d,Sema6d,Gabrg3,Chrnb2,Cdh19,Pmp22,Penk,Rorb,Esrrg,Sema6c,Npffr2,Pvalb,Sema4d,Pcdhb16,Bnc2,Pcdhga11,Rnf220,Pcdhga12,Prkcg,Vgf,Plxna1,Pcdhb19,Notch2,Adra2a,Pcdhga9,Gabra1,Sema5b,Nrp1,Gad2,Pcdhgb4,Sema4c,Plxnc1,Pcdhb11,Pcdhgc5,Jag2,Ptgds,Pcdhga10,Tnr,Grid1,Grik5,Plxnb1,Grik3,Zfhx3,Chrm3
2787445900804100090,20240503,1292.247681,7763.96838,5928.875162,DH_in_Npy2r,1.0,inhibitory,9.0,male,M5,1,0503_M5_C,0,0,1,0,1,0,0,1,0,0,0,1,0,5,0,2,0,0,1,2,0,0,3,0,0,0,1,1,3,1,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,2
2787889600024100105,20240503,3261.052979,9032.457347,5829.944194,DH_in_Npy2r,1.0,inhibitory,9.0,male,M5,1,0503_M5_C,1,0,0,1,2,0,1,2,0,2,3,0,0,1,4,2,0,0,2,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,0,1,3,2,0,0
2787889600280100187,20240503,4586.222656,10140.87607,7830.964997,DH_in_Npy2r,1.0,inhibitory,9.0,male,M4,1,0503_M4_C,7,0,3,0,2,0,9,0,1,0,0,5,1,6,1,2,1,0,4,5,1,0,0,3,1,0,0,1,15,1,0,12,0,0,1,0,0,0,1,2,4,0,2,0,1,2,0,1,0,1,3,8,1,0,0,1
2787889600325100080,20240503,1999.899658,2623.389047,8369.675279,DH_in_Npy2r,1.0,inhibitory,9.0,male,M5,3,0503_M5_S,0,0,2,0,0,0,0,1,0,0,1,0,0,1,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
2787889600373100086,20240503,2092.053711,5984.075374,8789.87369,DH_in_Npy2r,1.0,inhibitory,9.0,male,M4,2,0503_M4_L,0,0,1,0,1,2,2,1,0,0,0,3,0,5,1,2,0,0,9,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,2,2,0,0,0,0
2787889600406100092,20240503,1454.76001,5250.797051,8880.489574,DH_in_Npy2r,1.0,inhibitory,9.0,male,M4,2,0503_M4_L,0,0,1,0,0,1,0,1,0,0,1,1,0,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2787889600413100020,20240503,2857.362061,6955.090197,8845.775985,DH_in_Npy2r,1.0,inhibitory,9.0,male,M4,4,0503_M4_T,1,0,3,0,1,0,4,2,3,0,6,3,0,8,0,0,0,0,4,0,1,0,0,0,0,1,0,2,5,0,2,0,0,1,0,0,1,0,0,0,3,0,1,2,0,1,1,9,1,1,2,1,0,0,0,1
2795103300132100082,20240610,2809.915039,7891.154645,787.166401,DH_in_Npy2r,1.0,inhibitory,9.0,male,M4,3,0610_M4_S,0,0,1,1,1,0,0,1,0,0,1,0,0,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2795103300155100193,20240610,758.965271,4647.849142,1192.572082,DH_in_Kcnip2,1.0,inhibitory,9.0,male,M4,4,0610_M4_T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2795103300232100120,20240610,3589.227783,6575.613995,1673.108955,DH_in_Npy2r,1.0,inhibitory,9.0,male,M4,2,0610_M4_L,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2795584800224100042,20240610,1736.526855,2428.725514,5447.872697,DH_in_Kcnip2,1.0,inhibitory,9.0,female,F3,1,0610_F3_C,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2795584800224100079,20240610,2006.790283,2500.299015,5482.296669,DH_in_Npy2r,1.0,inhibitory,9.0,female,F3,1,0610_F3_C,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,1,0,0,0,0,1,3
2795584800399100146,20240610,4239.243652,913.6719172,7084.828491,DH_in_Npy2r,1.0,inhibitory,9.0,female,F4,1,0610_F4_C,0,0,0,1,0,0,0,0,1,0,0,1,0,7,0,1,0,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
2795584800476100196,20240610,2973.260986,2359.242786,7504.685751,DH_in_Npy2r,1.0,inhibitory,9.0,female,F4,1,0610_F4_C,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2795903600159100113,20240613,2365.126709,788.8664147,5559.720739,DH_in_Npy2r,1.0,inhibitory,9.0,male,M4,3,0613_M4_S,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0
2795903600243100106,20240613,1315.649292,2541.821753,6426.550787,DH_in_Npy2r,1.0,inhibitory,9.0,male,M4,2,0613_M4_L,0,0,1,1,0,0,3,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2795903600269100021,20240613,1596.15332,2597.97727,6558.800416,DH_in_Npy2r,1.0,inhibitory,9.0,male,M4,2,0613_M4_L,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2795903600269100116,20240613,1374.835815,2566.74295,6643.801618,DH_in_Npy2r,1.0,inhibitory,9.0,male,M4,2,0613_M4_L,2,0,0,1,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2795903600401100113,20240613,986.3917847,3242.495206,8084.647419,DH_in_Npy2r,1.0,inhibitory,9.0,male,M4,4,0613_M4_T,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2795903600428100028,20240613,2481.737061,3343.346606,8276.549198,DH_in_Kcnip2,1.0,inhibitory,9.0,male,M4,4,0613_M4_T,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
2796212800110100094,20240613,2339.656982,6679.394435,802.0724625,DH_in_Npy2r,1.0,inhibitory,9.0,female,F5,3,0613_F5_S,0,0,2,1,2,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
2796212800111100103,20240613,4340.630859,6967.844891,896.9617227,DH_in_Npy2r,1.0,inhibitory,9.0,female,F5,3,0613_F5_S,0,0,0,2,1,0,0,4,1,0,0,1,0,4,0,1,0,1,2,0,0,1,0,0,0,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,4,1,0,0,0,0
2796212800142100232,20240613,2689.525146,6641.06631,1205.619873,DH_in_Npy2r,1.0,inhibitory,9.0,female,F5,3,0613_F5_S,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,1,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,5,1,1,0,0,0,1,1,0,7,1,3,0,2,0,0
2796212800456100298,20240613,2893.531738,5040.479812,4040.257322,DH_in_Npy2r,1.0,inhibitory,9.0,female,F3,2,0613_F3_L,0,0,1,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,2,0,0,1,0
2796212800554100212,20240613,3519.768311,5483.31255,4847.694075,DH_in_Npy2r,1.0,inhibitory,9.0,female,F3,2,0613_F3_L,1,0,1,0,2,3,0,2,0,0,0,4,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,1,0,9,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
2796212800922100039,20240613,1641.363281,9964.202628,7760.185413,DH_in_Npy2r,1.0,inhibitory,9.0,female,F4,1,0613_F4_C,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,1,0,0,3,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,1
2946331700000004296,20240415,1702.119385,7984.929144,1260.503497,DH_in_Npy2r,1.0,inhibitory,9.0,female,F2,1,0415_F2_C,0,0,0,0,1,0,0,2,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1
2946331700000004413,20240415,1986.528076,8002.088146,1176.636984,DH_in_Npy2r,1.0,inhibitory,9.0,female,F2,1,0415_F2_C,0,0,0,1,1,0,3,0,0,0,0,2,1,1,0,0,2,0,1,0,0,0,0,2,1,0,0,0,2,0,0,6,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2946331700000022166,20240415,2243.63916,11077.83629,4225.537934,DH_in_Kcnip2,1.0,inhibitory,9.0,female,F2,2,0415_F2_L,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
