Unnamed: 0,Datasets,volume,center_x,center_y,MERFISH_cell_type_annotation,Region,Excitatory_vs_Inhibitory,Segment,Gender,Mouse_ID,AP_position,Section_ID,Pmfbp1,Sema7a,Cck,Sema3a,Sema3g,Adcyap1r1,Gabrb3,Ntrk3,Htr4,Grik1,Spr,Prox1,Sst,Pcdhgb2,Dpy19l1,Pax6,Hcrtr1,Agtr1b,Sstr2,Shox2,Adra1b,Dlk1,Pax2,Crhr1,Drd1,Tfap2b,Ctss,Pcdha9,Sema6d,Gabrg3,Chrnb2,Cdh19,Gpc3,Pmp22,Onecut2,Pth1r,Penk,Pcdhb12,Rorb,Esrrg,Ccn2,Sema6c,Pvalb,Sema4d,Ghsr,Htr2a,Pcdhgb5,Uts2r,Pcdhb16,Bnc2,Pcdhga11,P2ry1,Pcdhb18,Farp2,Rnf220,Pcdhga12,Prkcg,Vgf,Plxna1,Pcdhb19,Tyrobp,Notch2,P2rx7,Foxp2,Pcdhga9,Gabra1,Hrh2,P2rx6,Sema5b,Pdyn,Nrp1,Gad2,Pcdhgb4,Sema4c,Htr1f,Pdzrn3,Plxnc1,Pcdhgc5,Jag2,Ptgds,Mc4r,Gabrg2,Dll1,Tnr,Pts,Pcdhga6,Sstr3,Grid1,Grik5,Plxnb1,Calb1,P2rx3,Grik3,Zfhx3,Oprm1,Chrm3,Chrng,Pkd2l1,Chrna7
2707604800242100101,20240415,3941.185547,3096.113682,6092.941149,M_in_Tfap2b,3.0,inhibitory,12.0,male,M1,4,0415_M1_T,1,10,0,3,0,18,1,6,0,1,2,0,0,0,0,0,1,0,1,0,0,0,3,2,0,5,0,0,3,0,5,0,0,1,1,0,0,0,1,4,0,0,1,0,0,3,1,1,0,1,2,0,0,2,17,0,1,58,3,1,0,1,1,0,0,0,0,0,5,0,2,1,0,0,0,0,3,1,2,0,3,0,1,27,1,0,1,2,4,0,14,0,3,3,0,0,0,0,6
2707737900073100016,20240415,1394.702026,10624.41834,9177.118429,M_in_Tfap2b,3.0,inhibitory,12.0,female,F1,2,0415_F1_L,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,1,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,3,0,0,0,1,0,0
2707737900074100169,20240415,3105.937988,10882.46443,9346.036692,M_in_Tfap2b,3.0,inhibitory,12.0,female,F1,2,0415_F1_L,5,5,0,2,1,13,3,3,1,0,1,0,0,2,0,1,1,0,0,0,0,2,4,0,0,5,0,0,1,3,5,1,0,1,3,0,0,0,0,4,0,0,5,1,0,2,0,1,2,1,2,0,0,2,13,0,0,59,10,0,1,2,0,1,0,1,0,2,3,1,1,1,1,0,0,0,0,1,1,0,2,2,0,4,0,0,0,4,1,0,0,0,8,7,0,0,0,1,1
2787445900126100047,20240503,1174.879639,4291.653363,861.8961208,M_in_Tfap2b,3.0,inhibitory,12.0,female,F5,4,0503_F5_T,0,9,1,3,0,10,1,2,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,1,0,0,0,0,8,0,1,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,16,2,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,2,1,0,8,0,4,3,0,0,0,0,4
2787445900134100239,20240503,3906.576904,6604.103874,963.2869599,M_in_Tfap2b,3.0,inhibitory,12.0,female,F5,1,0503_F5_C,0,0,0,1,0,2,0,2,0,0,2,0,0,0,1,0,0,0,0,0,1,11,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,1,0,9,1,1,0,0,0,0,0,0,0,2,5,0,0,0,2,0,0,0,0,0,2,3,0,0,0,0,0,0,3,6,3,0,0,0,0,1,1,0,0,0,2
2787445900230100154,20240503,3004.834473,2450.838725,1805.311657,M_in_Tfap2b,3.0,inhibitory,12.0,female,F5,2,0503_F5_L,0,0,1,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,1,0,1,0,0,0,0,0,6,0,0,0,2,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,27,0,0,0,0,0,1,0,3,4,0,1,0,0,1,1,0,1,1,0
2787445900262100043,20240503,2922.395996,871.6629087,1905.836432,M_in_Tfap2b,3.0,inhibitory,12.0,female,F5,3,0503_F5_S,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,1,2,4,3,0,0,0,0,0,0,0,0,0,0
2787445900286100178,20240503,3832.463379,7581.040036,2034.605905,M_in_Tfap2b,3.0,inhibitory,12.0,female,F4,1,0503_F4_C,0,3,0,0,0,2,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,1,0,1,0,0,8,0,3,1,1,1,1,1,0,0,4,2,0,0,7,2,0,0,0,0,0,0,1,0,0,0,5,0,0,5,0,0,0,0,2,0,0,0,2,0,0,0,0,2,1,2,0,0,0,0,0,11,0,1,1,0,0,0,1,2,3,1,0,1,3,0,1,0,0,0,0
2787445900288100242,20240503,1210.655884,8237.822501,2117.219786,M_in_Tfap2b,3.0,inhibitory,12.0,female,F4,1,0503_F4_C,0,8,0,0,0,2,0,2,1,3,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,3,0,0,0,0,0,0,0,1,8,0,0,22,0,4,0,1,0,0,1,0,0,0,0,6,0,0,2,1,0,0,0,0,0,0,5,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,4,0,1,0,0,1,0,0,0,0,0,0
2787445900326100040,20240503,2359.818115,8378.804559,2180.031641,M_in_Tfap2b,3.0,inhibitory,12.0,female,F4,1,0503_F4_C,0,6,1,0,1,6,0,6,0,1,0,0,0,0,2,0,3,1,1,0,0,42,1,0,1,1,0,0,8,2,7,0,1,0,0,0,1,0,0,8,1,1,3,0,0,0,0,0,4,1,0,1,2,1,12,1,0,4,2,0,0,0,1,0,0,4,0,0,1,0,0,2,2,1,0,0,0,1,0,1,2,0,0,4,0,0,0,5,5,2,0,0,1,1,1,0,0,0,0
2787445900360100031,20240503,2121.222656,7569.818564,2450.927397,M_in_Tfap2b,3.0,inhibitory,12.0,female,F4,1,0503_F4_C,0,2,0,0,0,3,1,1,0,1,1,0,0,0,0,0,2,0,0,4,0,9,0,0,0,2,0,0,5,0,2,0,0,0,1,0,1,0,0,3,0,1,2,0,0,0,0,0,1,1,0,0,0,1,17,1,0,4,1,1,0,0,1,0,1,0,1,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,5,1,0,0,1,2,1,1,0,0,1
2787445900389100164,20240503,3702.599121,5354.466976,2875.149788,M_in_Tfap2b,3.0,inhibitory,12.0,female,F4,4,0503_F4_T,0,5,0,0,0,3,3,5,0,0,2,2,4,1,3,0,0,0,0,0,0,0,0,0,3,4,0,1,5,0,6,0,0,0,0,0,0,0,14,7,1,0,7,0,1,0,0,0,1,0,1,1,1,0,20,0,0,19,1,0,0,0,4,1,0,1,0,0,1,1,0,4,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,6,4,0,0,1,2,0,1,0,0,1,3
2787445900582100103,20240503,3803.322998,7779.638048,4203.924553,M_in_Tfap2b,3.0,inhibitory,12.0,female,F3,1,0503_F3_C,0,2,0,0,0,2,1,4,0,0,0,0,8,0,1,1,0,1,0,1,0,0,3,0,0,2,1,1,3,0,4,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,4,0,0,13,2,2,0,1,0,0,0,0,0,0,1,0,1,4,0,1,0,0,1,0,0,1,0,0,1,3,1,0,0,2,1,0,0,0,1,6,1,0,0,0,0
2787445900583100209,20240503,1517.867798,7915.721795,4335.135389,M_in_Tfap2b,3.0,inhibitory,12.0,female,F3,1,0503_F3_C,0,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,1,0,6,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
2787445900619100052,20240503,2948.183594,7590.110069,4440.19105,M_in_Tfap2b,3.0,inhibitory,12.0,female,F3,1,0503_F3_C,0,4,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,1,0,2,0,5,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0
2787445900717100195,20240503,1889.559814,3886.046777,5433.901838,M_in_Tfap2b,3.0,inhibitory,12.0,female,F3,2,0503_F3_L,0,1,0,0,0,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,12,5,0,1,1,0,0,2,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,8,0,0,6,2,2,0,2,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,3,1,0,0,0,0,2
2787445900822100139,20240503,3236.550049,2408.555007,6253.064047,M_in_Tfap2b,3.0,inhibitory,12.0,female,F3,3,0503_F3_S,0,5,0,0,0,3,0,2,0,6,0,0,0,0,0,0,0,1,0,1,0,1,6,1,0,2,1,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,18,0,0,0,1,2,0,0,0,0,0,0,10,0,0,6,1,0,0,1,1,1,0,0,0,0,0,0,0,2,2,0,0,0,1,0,1,9,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,6
2787445900858100201,20240503,4326.012695,2169.776995,6607.885466,M_in_Tfap2b,3.0,inhibitory,12.0,female,F3,3,0503_F3_S,0,4,0,0,0,6,0,7,0,0,1,0,7,0,0,0,0,1,0,2,2,4,4,1,0,2,0,0,4,0,8,0,0,0,0,0,0,1,0,12,3,0,21,0,0,0,0,1,1,0,1,0,1,0,12,0,0,5,1,0,1,1,0,0,0,2,1,0,2,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,2,3,3,0,0,0,0,3,0,0,0,0,0
2787445900859100158,20240503,1664.859131,2363.230087,6503.012128,M_in_Tfap2b,3.0,inhibitory,12.0,female,F3,3,0503_F3_S,0,1,0,0,0,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,4,2,0,0,4,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,38,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,1,0,0,1,0,1,0,0,1,0,0
2787889600058100118,20240503,2433.030273,8581.342575,6147.916206,M_in_Tfap2b,3.0,inhibitory,12.0,male,M5,1,0503_M5_C,0,4,0,0,0,2,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,12,0,1,0,0,0,0,0,0,0,0,1,3,0,0,10,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,4,0,0,0,1,1,0,0,0,0,0
2787889600231100108,20240503,1794.975342,6403.852331,7495.897273,M_in_Tfap2b,3.0,inhibitory,12.0,male,M5,4,0503_M5_T,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,1,1,0,0,1
2787889600279100240,20240503,4886.493164,10021.12267,7963.44031,M_in_Tfap2b,3.0,inhibitory,12.0,male,M4,1,0503_M4_C,0,4,0,0,0,4,0,2,0,0,1,0,3,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,7,0,2,0,0,0,0,0,0,1,2,2,0,0,6,0,0,0,0,0,0,0,0,0,0,1,7,0,0,3,0,0,0,4,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0
2787889600314100216,20240503,1036.378174,9659.312923,8230.222606,M_in_Tfap2b,3.0,inhibitory,12.0,male,M4,1,0503_M4_C,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,1,1,0,1,0,0,0
2787889600315100143,20240503,2735.779541,9901.092087,8164.890971,M_in_Tfap2b,3.0,inhibitory,12.0,male,M4,1,0503_M4_C,1,4,0,0,0,4,0,4,0,1,0,0,1,0,0,0,0,0,1,1,0,2,2,0,0,1,0,0,1,0,5,0,0,0,0,0,1,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,1,12,1,2,6,1,0,0,1,0,0,0,0,1,0,3,0,0,2,1,0,0,1,0,0,1,1,0,0,0,1,2,1,0,4,1,0,0,2,2,2,3,0,0,0,1
2787889600408100159,20240503,1998.82251,5831.403849,9005.976441,M_in_Tfap2b,3.0,inhibitory,12.0,male,M4,2,0503_M4_L,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2795103300145100291,20240610,1463.875488,1729.014744,1224.767774,M_in_Tfap2b,3.0,inhibitory,12.0,male,M4,1,0610_M4_C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2795103300332100203,20240610,2422.247559,5137.593279,2664.478121,M_in_Tfap2b,3.0,inhibitory,12.0,male,M5,4,0610_M5_T,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2795584800189100182,20240610,3830.105957,2736.767083,5365.992535,M_in_Tfap2b,3.0,inhibitory,12.0,female,F3,1,0610_F3_C,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2795584800202100191,20240610,2405.467529,6428.837431,5345.241634,M_in_Tfap2b,3.0,inhibitory,12.0,female,F3,2,0610_F3_L,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0
2795584800204100181,20240610,1782.355469,6841.403917,5297.592612,M_in_Tfap2b,3.0,inhibitory,12.0,female,F3,2,0610_F3_L,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2795584800388100078,20240610,3484.349609,8075.684934,6704.809903,M_in_Tfap2b,3.0,inhibitory,12.0,female,F4,3,0610_F4_S,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,5,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0
2795584800411100230,20240610,4200.561523,4396.185151,7111.935712,M_in_Tfap2b,3.0,inhibitory,12.0,female,F4,4,0610_F4_T,0,1,0,0,0,3,1,1,0,4,1,0,19,0,2,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,0,0,0,0,0,1,0,0,5,1,0,20,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,2,0,0,0,0,4,3,0,0,0,0
2795584800412100278,20240610,1344.384277,4514.794632,7063.727682,M_in_Tfap2b,3.0,inhibitory,12.0,female,F4,4,0610_F4_T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
2795584800413100183,20240610,3743.687988,4816.341976,7036.266823,M_in_Tfap2b,3.0,inhibitory,12.0,female,F4,4,0610_F4_T,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,4,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,1,0,0,0,7,2,2,3,0,2,0,0,0,0,0,2,0,1,0,2,0,0,5,0,2,0,3,0,0,0,0,0,0,0,0,0,0,2
2795584800413100225,20240610,2355.416504,4786.787142,7083.370564,M_in_Tfap2b,3.0,inhibitory,12.0,female,F4,4,0610_F4_T,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,2,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2795584800419100065,20240610,865.6865234,6582.301263,6877.359818,M_in_Tfap2b,3.0,inhibitory,12.0,female,F4,2,0610_F4_L,0,0,0,0,0,0,1,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0
2795584800660100129,20240610,3451.124756,3367.425781,8965.77448,M_in_Tfap2b,3.0,inhibitory,12.0,female,F5,1,0610_F5_C,0,0,0,1,0,1,0,3,0,0,0,1,5,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
