Unnamed: 0,Datasets,volume,center_x,center_y,MERFISH_cell_type_annotation,Region,Excitatory_vs_Inhibitory,Segment,Gender,Mouse_ID,AP_position,Section_ID,Sema7a,Bdnf,Cck,Adcyap1r1,Gabrb3,Pcdhb21,Ntrk3,Htr4,Grik1,Nrgn,Spr,Prox1,Sst,Mc5r,Pcdhgb2,Dpy19l1,Pax6,Hcrtr1,Sstr2,Dlk1,Pax2,Htr1d,Sema6d,Gabrg3,Chrnb2,Cdh19,Pcdhb9,Gpc3,Pmp22,Penk,Rorb,Esrrg,Sema6c,Pcdha7,Pvalb,Sema4d,Pcdhb16,Bnc2,Pcdhga11,P2ry1,Rxfp3,Rnf220,Pcdhga12,Qrfpr,Prkcg,Vgf,Plxna1,Pcdhb19,Notch2,P2rx7,Adra2a,Pcdhga9,Col23a1,Gabra1,Gabrq,Adamts2,Sema5b,Pcdha11,Pdyn,Calcrl,Nrp1,Gad2,Pcdhgb4,Sema4c,Ramp2,Plxnb2,Pdzrn3,Plxnc1,Pcdhb11,Pcdhgc5,Jag2,Ptgds,Mc4r,Pcdhga10,Tnr,Pts,Pcdhga6,Grid1,Tac1,Grik5,Plxnb1,Calb1,Fosb,Grik3,Zfhx3,Chat,Chrm3,Chrm4,Pkd2l1,Hrh1,Chrna7
2707604000086100243,20240415,2372.216553,7755.645418,8981.624363,DH_ex_Sox5,1.0,excitatory,5.0,male,M3,2,0415_M3_L,0,0,0,0,0,0,1,0,2,0,0,0,13,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2707604000110100019,20240415,1992.961548,6004.116441,9340.699355,DH_in_Pdyn/Gal,1.0,inhibitory,5.0,male,M3,4,0415_M3_T,0,0,1,0,0,0,0,0,6,1,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2707604000110100291,20240415,1991.723389,5946.476997,9595.498655,DH_ex_Sox5,1.0,excitatory,5.0,male,M3,4,0415_M3_T,0,0,0,0,0,0,0,0,1,4,0,1,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
2707604000140100089,20240415,1745.163696,6020.064321,9987.78587,DH_ex_Sox5/Tac1,1.0,excitatory,5.0,male,M3,4,0415_M3_T,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
2707604700063100177,20240415,1439.84314,6071.000763,5918.517967,DH_ex_Sox5/Tac1,1.0,excitatory,5.0,male,M2,2,0415_M2_L,0,0,0,1,0,0,1,0,2,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2707604700086100252,20240415,2124.481445,5866.412,6183.329616,DH_in_Pdyn/Gal,1.0,inhibitory,5.0,male,M2,2,0415_M2_L,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2707604700091100243,20240415,2618.473389,7404.920018,6224.999878,DH_ex_Sox5,1.0,excitatory,5.0,male,M3,3,0415_M3_S,0,0,0,0,0,0,8,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,3,0,0,2,1,1,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,4,0,1,0,0,1,0,1,0,0,1,0,0,1
2707604700389200208,20240415,2379.919434,3396.487072,9867.765222,DH_in_Pdyn/Gal,1.0,inhibitory,5.0,male,M2,1,0415_M2_C,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2707604800014200029,20240415,2199.214355,4050.487012,2953.925972,DH_ex_Sox5,1.0,excitatory,5.0,male,M1,3,0415_M1_S,1,0,0,0,0,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0
2707604800082100205,20240415,2098.392822,5519.853149,3988.2015,DH_ex_Sox5,1.0,excitatory,5.0,male,M1,2,0415_M1_L,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,4,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0
2707604800103100083,20240415,2793.774414,5541.167199,4130.974554,DH_ex_Sox5,1.0,excitatory,5.0,male,M1,2,0415_M1_L,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0
2726543700239100036,20240422,2046.917603,4586.347352,5523.11686,DH_ex_Sox5,1.0,excitatory,5.0,male,M3,4,0422_M3_T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2787445900052100108,20240503,2023.842163,4423.506892,398.5993688,DH_ex_Sox5,1.0,excitatory,5.0,female,F5,4,0503_F5_T,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2787445900097100032,20240503,2276.05542,6489.493261,513.6519771,DH_in_Pdyn/Gal,1.0,inhibitory,5.0,female,F5,1,0503_F5_C,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,1,1,0,1,0,0,0,7,0,1,2,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0
2787445900097100044,20240503,1503.121338,6622.247019,527.0933641,DH_in_Pdyn/Gal,1.0,inhibitory,5.0,female,F5,1,0503_F5_C,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
2787445900225100171,20240503,3414.625,839.3511466,1756.002568,DH_ex_Sox5/Tac1,1.0,excitatory,5.0,female,F5,3,0503_F5_S,3,0,3,3,1,0,12,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,3,0,0,3,0,0,0,1,1,0,1,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,1,0,0,0,0,3,2,1,0,3,0,0,4,3,7,1,1,0,0,2,0,0,0,0,0,4
2787445900249100097,20240503,660.00177,7521.209837,1750.817784,DH_ex_Sox5/Tac1,1.0,excitatory,5.0,female,F4,1,0503_F4_C,0,0,0,0,0,0,0,0,0,4,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
2787445900252100041,20240503,1156.141968,8504.629872,1619.94163,DH_in_Pdyn/Gal,1.0,inhibitory,5.0,female,F4,1,0503_F4_C,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
2787445900252100074,20240503,1560.077515,8582.859985,1659.714836,DH_ex_Sox5,1.0,excitatory,5.0,female,F4,1,0503_F4_C,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0
2787445900252100232,20240503,2107.934326,8377.018877,1787.617278,DH_ex_Sox5/Tac1,1.0,excitatory,5.0,female,F4,1,0503_F4_C,2,1,0,2,1,0,3,0,1,0,0,0,12,0,0,0,0,0,3,0,0,0,7,0,1,0,1,0,0,9,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3,1,1,0,0,0,0,1,1,0,0,0,0
2787445900264100127,20240503,2281.128418,1423.64285,2071.558604,DH_ex_Sox5,1.0,excitatory,5.0,female,F5,3,0503_F5_S,0,3,0,2,0,0,2,1,1,5,0,0,23,1,2,0,0,0,0,0,0,0,5,0,0,1,0,0,0,3,2,0,1,0,0,0,2,9,2,0,2,3,1,0,3,0,0,0,5,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,2,0,0,1,1,1,1,6,0,1,0,0,0,0,0,2,0,0,1
2787445900288100010,20240503,2697.468262,8299.99687,1863.397375,DH_ex_Sox5,1.0,excitatory,5.0,female,F4,1,0503_F4_C,0,1,0,2,0,0,2,0,1,1,0,0,5,0,0,1,0,0,0,0,0,0,3,0,2,0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,0,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,4,0,0,1,0,0,0,0,0,0
2787445900499100076,20240503,2018.05249,5029.513489,3617.509974,DH_ex_Sox5/Tac1,1.0,excitatory,5.0,female,F4,4,0503_F4_T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0
2787445900545100165,20240503,2592.344238,7692.656861,3955.232313,DH_ex_Sox5/Tac1,1.0,excitatory,5.0,female,F3,1,0503_F3_C,0,0,0,2,0,0,0,0,5,5,0,0,15,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,1
2787445900545100168,20240503,2178.552002,7606.046973,3956.616469,DH_ex_Sox5,1.0,excitatory,5.0,female,F3,1,0503_F3_C,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0
2787445900546100123,20240503,1940.214233,7886.788205,4005.816333,DH_in_Pdyn/Gal,1.0,inhibitory,5.0,female,F3,1,0503_F3_C,0,0,0,3,0,1,2,0,3,3,0,0,2,0,0,1,0,0,4,1,0,0,2,2,1,1,0,0,0,0,1,0,0,0,0,0,2,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,1,0,0
2787445900549100054,20240503,1828.505127,8903.140527,3841.275817,DH_ex_Sox5/Tac1,1.0,excitatory,5.0,female,F3,1,0503_F3_C,1,2,0,1,0,0,3,0,1,6,0,0,8,0,0,0,0,0,0,7,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,4,1,0,1,0,1,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0
2787445900677100038,20240503,1061.428467,3239.095415,5077.525298,DH_in_Pdyn/Gal,1.0,inhibitory,5.0,female,F3,2,0503_F3_L,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2787445900682100135,20240503,1350.897583,4517.203474,5073.500663,DH_ex_Sox5,1.0,excitatory,5.0,female,F3,2,0503_F3_L,0,0,0,1,0,0,0,0,0,4,0,1,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2787445900725100082,20240503,2776.691406,6253.208738,5338.861247,DH_in_Pdyn/Gal,1.0,inhibitory,5.0,female,F3,4,0503_F3_T,0,0,0,1,0,0,0,0,2,6,0,0,2,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2787445900805100115,20240503,741.5751953,7821.794306,5871.977141,DH_ex_Sox5/Tac1,1.0,excitatory,5.0,male,M5,1,0503_M5_C,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2787445900823100092,20240503,564.9002686,2682.057145,6149.193544,DH_ex_Sox5/Tac1,1.0,excitatory,5.0,female,F3,3,0503_F3_S,0,0,0,0,0,0,1,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1
2787889600023100065,20240503,3329.29834,8885.743588,5776.366291,DH_ex_Sox5/Tac1,1.0,excitatory,5.0,male,M5,1,0503_M5_C,0,0,0,2,0,0,3,0,1,3,0,0,14,0,0,0,0,1,4,0,1,0,0,1,1,0,0,1,0,4,1,1,0,0,0,0,0,2,0,1,0,2,1,0,2,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,7,1,0,1,0,1,0,0,0,0,0,2
2787889600230100066,20240503,3676.521484,6333.722846,7464.409918,DH_ex_Sox5/Tac1,1.0,excitatory,5.0,male,M5,4,0503_M5_T,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,4,0,2,0,0,0,0,0,0,0,0,1,2,0,1,1,1,0,0,6,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,1,2,0,0,0,0,0,2,0,0,0,1,1,0
2787889600276100039,20240503,2121.929932,9172.157241,7911.774774,DH_in_Pdyn/Gal,1.0,inhibitory,5.0,male,M4,1,0503_M4_C,1,0,0,0,0,0,1,0,0,3,0,0,11,0,0,0,0,0,5,0,1,0,2,0,4,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2787889600276100052,20240503,2047.151978,9143.023818,7929.313954,DH_ex_Sox5,1.0,excitatory,5.0,male,M4,1,0503_M4_C,0,0,0,0,0,0,3,0,0,6,0,0,13,0,0,0,0,0,0,1,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1
2787889600277100130,20240503,1806.460938,9225.124684,7871.292642,DH_ex_Sox5/Tac1,1.0,excitatory,5.0,male,M4,1,0503_M4_C,0,0,0,0,0,1,1,1,1,1,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,3,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,2,0,0,1,0,1,0,0,0,0,0,0
2787889600277100226,20240503,1630.573975,9410.011643,7939.628959,DH_ex_Sox5,1.0,excitatory,5.0,male,M4,1,0503_M4_C,0,0,0,1,1,0,2,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0
2787889600379100095,20240503,2060.295166,7646.949605,8721.686044,DH_ex_Sox5,1.0,excitatory,5.0,male,M4,4,0503_M4_T,0,0,0,0,0,0,2,0,2,1,0,0,6,0,0,0,0,0,0,0,0,0,6,2,2,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
