Unnamed: 0,Datasets,volume,center_x,center_y,MERFISH_cell_type_annotation,Region,Excitatory_vs_Inhibitory,Segment,Gender,Mouse_ID,AP_position,Section_ID,Sema7a,Cck,Adcyap1r1,Gabrb3,Lhx9,Ntrk3,Grik1,Nrgn,Spr,Pthlh,Sst,Dpy19l1,Nmu,Sstr2,Dlk1,Pax2,Crhr1,Ctss,Sema6d,Gabrg3,Chrnb2,Cdh19,Pcdhb9,Pmp22,Penk,Rorb,Esrrg,Sema6c,Pvalb,Sema4d,Pcdhgb5,Pcdhb16,Bnc2,Pcdhga11,Farp2,Rnf220,Pcdhga12,Qrfpr,Prkcg,Vgf,Plxna1,Notch2,Adra2a,Pcdhga8,Pcdhga9,Gabra1,Adamts2,Hrh2,Sema5b,Fbn2,Nrp1,Gad2,Pcdhgb4,Sema4c,Ramp2,Plxnb2,Pdzrn3,Adcyap1,Plxnc1,Pcdhgc5,Jag2,Ptgds,Pcdhga10,Tnr,Pcdhga6,Sstr3,Grid1,Grik5,Plxnb1,Calb1,Grik3,Zfhx3,Chrm4,Chrna7
2656144900447100103,20240328,1370.936279,7203.09237,4774.790185,DH_ex_Reln,1.0,excitatory,6.0,male,M2,4,0328_M2_T,0,0,2,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
2656144900536100014,20240328,1675.374146,10341.33254,5534.558587,DH_ex_Reln,1.0,excitatory,6.0,male,M1,2,0328_M1_L,1,0,0,0,0,0,0,0,0,0,5,0,0,1,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0
2656144900587100015,20240328,1319.89624,10194.38223,6084.385518,DH_ex_Reln,1.0,excitatory,6.0,male,M1,2,0328_M1_L,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0
2656144900641100095,20240328,1333.178467,10575.80928,6713.361243,DH_ex_Prkcg/Rxfp1,1.0,excitatory,6.0,male,M1,2,0328_M1_L,0,0,0,0,0,2,0,1,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2656144900641100240,20240328,1723.481323,10689.56976,6823.610996,DH_ex_Grp,1.0,excitatory,6.0,male,M1,2,0328_M1_L,0,1,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0
2707604000101100079,20240415,2895.2146,7684.410869,9084.961547,DH_ex_Reln,1.0,excitatory,6.0,male,M3,2,0415_M3_L,0,1,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,1,0,9,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,7,7,0,0,0,1,2,0
2707604000101100106,20240415,3711.773926,7515.587154,9112.662211,DH_ex_Reln,1.0,excitatory,6.0,male,M3,2,0415_M3_L,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,5,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,2,0,0,0,1,3,2,0,1,0,2,1,0
2707604000101100111,20240415,2488.693848,7591.788876,9116.878731,DH_ex_Grp,1.0,excitatory,6.0,male,M3,2,0415_M3_L,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0,1,1,0,0
2707604000110100022,20240415,1538.951294,5992.892835,9343.097513,DH_ex_Reln,1.0,excitatory,6.0,male,M3,4,0415_M3_T,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,0,0,0,0,1,0
2707604000139100261,20240415,1218.128784,5796.7725,10135.86539,DH_ex_Prkcg/Rxfp1,1.0,excitatory,6.0,male,M3,4,0415_M3_T,2,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2707604000140100070,20240415,3643.875244,5870.010151,9974.793435,DH_ex_Prkcg/Rxfp1,1.0,excitatory,6.0,male,M3,4,0415_M3_T,0,4,1,0,0,1,0,3,0,1,9,0,0,0,0,7,0,0,2,0,1,0,0,0,3,0,0,0,3,0,0,0,1,0,0,4,0,0,2,2,0,0,0,0,0,0,0,2,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
2707604700063100171,20240415,2583.231201,6055.440483,5912.219632,DH_ex_Reln,1.0,excitatory,6.0,male,M2,2,0415_M2_L,0,0,1,0,0,0,0,0,1,0,17,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,2,1
2707604700086100071,20240415,3199.601074,5987.537719,6037.878922,DH_ex_Reln,1.0,excitatory,6.0,male,M2,2,0415_M2_L,1,0,0,0,0,0,1,0,0,1,10,0,1,4,0,3,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,4,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,7,0,0,0,0,3,0,0,0,0,2,2,0
2707604700094100104,20240415,1897.156982,8147.59117,6070.529931,DH_ex_Reln,1.0,excitatory,6.0,male,M3,3,0415_M3_S,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,2,0
2707604700094100151,20240415,2763.998779,8042.294841,6114.580668,DH_ex_Grp,1.0,excitatory,6.0,male,M3,3,0415_M3_S,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2707604700094100196,20240415,2244.735107,8036.652277,6158.46658,DH_ex_Reln,1.0,excitatory,6.0,male,M3,3,0415_M3_S,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0
2707604700365100052,20240415,2362.44751,3218.818051,9377.114977,DH_ex_Grp,1.0,excitatory,6.0,male,M2,1,0415_M2_C,0,0,2,0,0,5,2,0,0,0,0,0,2,0,1,6,0,1,1,0,0,1,1,1,41,0,0,0,2,1,1,0,0,0,0,6,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5,3,0,0,2,0,0,0
2707604700389100157,20240415,1358.804199,3412.816919,9784.264781,DH_ex_Prkcg/Rxfp1,1.0,excitatory,6.0,male,M2,1,0415_M2_C,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2707604800014100023,20240415,1590.02832,4032.746606,2946.272163,DH_ex_Grp,1.0,excitatory,6.0,male,M1,3,0415_M1_S,0,0,1,0,0,0,0,0,1,0,7,0,0,1,0,0,0,0,2,0,1,0,0,0,6,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,4,0,1,0,1,0,0
2707604800033100022,20240415,1666.636475,3620.585221,3258.584389,DH_ex_Grp,1.0,excitatory,6.0,male,M1,3,0415_M1_S,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,1,0,0,0,1
2707604800143100337,20240415,982.7714233,4844.85899,4898.184498,DH_ex_Reln,1.0,excitatory,6.0,male,M1,2,0415_M1_L,0,0,2,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0
2707604800384100232,20240415,2245.817627,1815.164487,8173.70784,DH_ex_Grp,1.0,excitatory,6.0,male,M1,1,0415_M1_C,0,0,0,0,0,1,0,1,0,0,3,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2707604800404100223,20240415,2265.105713,1422.540195,8499.656908,DH_ex_Prkcg/Rxfp1,1.0,excitatory,6.0,male,M1,1,0415_M1_C,0,7,1,2,0,4,0,0,0,0,18,0,0,0,0,0,0,0,1,0,0,0,0,2,4,1,2,0,4,0,0,0,2,0,1,4,2,0,10,3,3,0,1,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,1,0,0,2,0,1,0,0,3,5,0,0,1,1,0,0
2707737900062100140,20240415,1905.285767,11297.41008,9037.333435,DH_ex_Grp,1.0,excitatory,6.0,female,F1,2,0415_F1_L,0,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0
2726544600053100083,20240422,4616.455566,338.2214932,7007.153805,DH_ex_Reln,1.0,excitatory,6.0,female,F1,1,0422_F1_C,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2726544600054100260,20240422,3541.374512,508.0694345,7207.032795,DH_ex_Grp,1.0,excitatory,6.0,female,F1,1,0422_F1_C,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2726562700117100326,20240422,952.46521,12248.17025,9401.486746,DH_ex_Grp,1.0,excitatory,6.0,female,F2,1,0422_F2_C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2787445900254100210,20240503,1802.399414,9057.797214,1833.444231,DH_ex_Prkcg/Rxfp1,1.0,excitatory,6.0,female,F4,1,0503_F4_C,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0
2787445900265100028,20240503,1974.983887,1786.049016,1863.44812,DH_ex_Reln,1.0,excitatory,6.0,female,F5,2,0503_F5_L,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
2787445900286100122,20240503,538.8256836,7660.43269,1949.621465,DH_ex_Prkcg/Rxfp1,1.0,excitatory,6.0,female,F4,1,0503_F4_C,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,0
2787445900286100145,20240503,1675.396484,7661.452376,1977.255762,DH_ex_Reln,1.0,excitatory,6.0,female,F4,1,0503_F4_C,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,2,2,1,0,0,0,0,0,0,1,2,1,0,0,12,0,0,4,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,6,0,2,4,1,0,3,0,0,0,4,2,1,0,0,2,0
2787445900301100038,20240503,3120.748779,1375.22439,2169.511769,DH_ex_Prkcg/Rxfp1,1.0,excitatory,6.0,female,F5,3,0503_F5_S,0,11,1,0,0,5,0,2,1,0,20,1,0,2,0,0,0,0,3,0,6,0,1,0,3,0,1,0,1,0,3,1,1,1,0,5,1,0,7,20,0,0,0,0,0,3,0,1,0,0,2,0,0,2,0,1,0,0,1,2,1,0,0,0,1,1,2,4,1,0,0,0,1,1
2787445900545100074,20240503,907.621521,7740.369053,3887.705437,DH_ex_Prkcg/Rxfp1,1.0,excitatory,6.0,female,F3,1,0503_F3_C,0,0,6,1,0,0,3,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,2,0,0,0,1,0,0
2787445900821100034,20240503,3370.624756,2140.080333,6185.525934,DH_ex_Reln,1.0,excitatory,6.0,female,F3,3,0503_F3_S,0,0,1,0,0,1,0,1,0,0,11,0,1,0,1,0,0,0,1,0,2,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
2787889600193100015,20240503,1809.768433,6005.490177,7204.69004,DH_ex_Grp,1.0,excitatory,6.0,male,M5,4,0503_M5_T,0,0,2,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2787889600193100194,20240503,3050.255371,5888.316738,7400.138608,DH_ex_Prkcg/Rxfp1,1.0,excitatory,6.0,male,M5,4,0503_M5_T,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2787889600195100212,20240503,3612.559814,6480.916488,7359.64957,DH_ex_Grp,1.0,excitatory,6.0,male,M5,4,0503_M5_T,0,0,1,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,0,0,0,0,1,1,0,0,0,0,0,0
2787889600281100069,20240503,3059.057129,10439.58408,7740.419995,DH_ex_Prkcg/Rxfp1,1.0,excitatory,6.0,male,M4,1,0503_M4_C,1,0,0,0,0,0,0,2,0,0,5,0,0,0,1,0,1,1,1,1,2,0,0,0,1,1,0,0,1,0,0,0,2,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,2,0,1,0,1
2787889600405100195,20240503,1579.888672,4853.366297,8967.127145,DH_ex_Prkcg/Rxfp1,1.0,excitatory,6.0,male,M4,2,0503_M4_L,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
2795103300177200029,20240610,1869.723511,968.2871613,1471.786554,DH_ex_Prkcg/Rxfp1,1.0,excitatory,6.0,male,M4,1,0610_M4_C,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2795103300179100161,20240610,2872.030518,1556.609117,1472.681961,DH_ex_Grp,1.0,excitatory,6.0,male,M4,1,0610_M4_C,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
2795103300232100179,20240610,2922.518311,6551.025631,1720.377762,DH_ex_Prkcg/Rxfp1,1.0,excitatory,6.0,male,M4,2,0610_M4_L,0,0,1,1,0,5,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0
2795584800224100074,20240610,1847.671631,2467.701262,5473.419644,DH_ex_Reln,1.0,excitatory,6.0,female,F3,1,0610_F3_C,0,1,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
2795584800240200158,20240610,1491.493896,6983.61023,5646.232542,DH_ex_Prkcg/Rxfp1,1.0,excitatory,6.0,female,F3,2,0610_F3_L,0,1,1,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2795584800434100164,20240610,2211.623779,762.7198307,7301.957207,DH_ex_Prkcg/Rxfp1,1.0,excitatory,6.0,female,F4,1,0610_F4_C,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2795584800446100151,20240610,2829.555664,4148.098816,7341.963801,DH_ex_Prkcg/Rxfp1,1.0,excitatory,6.0,female,F4,4,0610_F4_T,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
2795584800450100146,20240610,2962.313477,5165.703177,7271.986659,DH_ex_Grp,1.0,excitatory,6.0,female,F4,4,0610_F4_T,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
2795584800450100239,20240610,3535.335205,5047.545952,7378.007692,DH_ex_Reln,1.0,excitatory,6.0,female,F4,4,0610_F4_T,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,0,2,0,0,1,0
2795584800453100080,20240610,1182.839233,6143.894762,7361.748849,DH_ex_Grp,1.0,excitatory,6.0,female,F4,2,0610_F4_L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
