Unnamed: 0,Datasets,volume,center_x,center_y,MERFISH_cell_type_annotation,Region,Excitatory_vs_Inhibitory,Segment,Gender,Mouse_ID,AP_position,Section_ID,Sema7a,Bdnf,Cck,Adcyap1r1,Gabrb3,Lhx9,Ntrk3,Pomc,Grik1,Nrgn,Sst,Pcdhgb2,Dpy19l1,Sstr2,Dlk1,Pax2,Crhr1,Ctss,Sema6d,Gabrg3,Chrnb2,Gpc3,Pmp22,Penk,Rorb,Esrrg,Sema6c,Pcdha7,Pvalb,Sema4d,Pcdhgb5,Pcdhb16,Bnc2,Pcdhga11,Rxfp3,Farp2,Rnf220,Pcdhga12,Prkcg,Vgf,Plxna1,Notch2,Adra2a,Pcdhga8,Pcdhga9,Col23a1,Gabrq,Pcdha11,Pdyn,Fbn2,Nrp1,Gad2,Pcdhgb4,Sema4c,Plxnb2,Pdzrn3,Adcyap1,Plxnc1,Pcdhb11,Pcdhgc5,Jag2,Ptgds,Gabrg2,Pcdhga10,Tnr,Grid1,Grik5,Plxnb1,Calb1,Grik3,Zfhx3,Oprm1,Chrm3,Chrm4,Pkd2l1,Hrh1
2656144900503100227,20240328,1313.210938,8347.287999,5463.893658,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,male,M2,2,0328_M2_L,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0
2656144900561100046,20240328,1300.059204,10173.42681,5835.281699,DH_ex_Cpne4,1.0,excitatory,3.0,male,M1,2,0328_M1_L,0,0,1,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2656144900641200190,20240328,2082.402344,10597.58716,6823.25156,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,male,M1,2,0328_M1_L,0,0,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
2707604000087100137,20240415,1869.016602,7859.773172,8887.661787,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,male,M3,2,0415_M3_L,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,2,0,0
2707604000101100108,20240415,1328.59082,7641.725604,9108.548586,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,male,M3,2,0415_M3_L,0,0,0,1,0,0,0,0,1,0,18,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
2707604000110200102,20240415,4959.630859,6024.326954,9439.24623,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,male,M3,4,0415_M3_T,1,0,1,1,0,0,5,0,0,3,5,0,0,1,1,0,1,0,3,2,4,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,5,1,0,3,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,2,0,1,0,2,0,0,0,5,2,0,0,1,1,0,0,3,1,0
2707604700070100112,20240415,3175.612793,8108.380616,5943.436272,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,male,M3,3,0415_M3_S,0,0,1,2,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,1,0,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0
2707604700271100136,20240415,2858.796387,3793.422578,8375.566543,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,male,M2,4,0415_M2_T,0,0,0,3,1,0,2,0,1,3,19,1,1,1,0,0,1,0,5,2,2,0,1,3,5,0,0,0,0,0,1,0,2,1,2,0,5,0,6,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,2,7,1,0,3,0,1,4,0,0,0
2707604700271100235,20240415,1171.348267,3895.885104,8436.113168,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,male,M2,4,0415_M2_T,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,4,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
2707604700271100260,20240415,1035.531372,3923.356381,8450.969149,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,male,M2,4,0415_M2_T,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0
2707604700412100113,20240415,2134.763916,2978.427428,9991.637603,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,male,M2,1,0415_M2_C,0,0,1,2,0,0,0,0,0,1,6,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,3,0,0
2707604800164100058,20240415,1986.354126,4866.210058,4929.36735,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,male,M1,2,0415_M1_L,0,0,0,1,0,0,2,1,0,0,3,2,0,0,0,0,0,0,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1,0,0
2707604800164100068,20240415,1683.410645,4838.510384,4934.684459,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,male,M1,2,0415_M1_L,0,0,0,1,1,0,0,0,0,5,6,0,0,0,0,0,0,0,1,1,2,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0
2707737900089200051,20240415,3377.27002,11428.58308,9560.952196,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,female,F1,2,0415_F1_L,0,0,0,5,0,0,1,0,0,1,8,0,0,0,1,0,0,0,7,1,1,0,0,0,2,1,0,2,0,0,0,0,3,0,0,0,7,0,0,1,1,1,2,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,4,5,2,0,0,0,0,0,0,0,0
2787445900013100011,20240503,1253.651855,3827.862792,101.0479865,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,female,F5,4,0503_F5_T,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,0,0,0,0,0
2787445900097100031,20240503,1545.958984,6529.25732,512.8777393,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,female,F5,1,0503_F5_C,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2787445900097100091,20240503,1338.581421,6525.583742,563.4177796,DH_ex_Cpne4,1.0,excitatory,3.0,female,F5,1,0503_F5_C,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0
2787445900098100061,20240503,3455.021729,6733.124941,552.5620183,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,female,F5,1,0503_F5_C,0,1,0,2,0,0,2,0,0,1,3,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,2,1,0,0,0,0,0,1,1,2
2787445900193100122,20240503,3415.773193,2319.611879,1469.122328,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,female,F5,2,0503_F5_L,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
2787445900252100151,20240503,1311.063232,8452.436234,1722.016331,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,female,F4,1,0503_F4_C,0,0,0,0,0,1,0,0,0,1,21,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,4,0,1,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,1,1,0,0,0,0,1,0,0
2787445900252100279,20240503,2244.126221,8403.058431,1823.512045,DH_ex_Cpne4,1.0,excitatory,3.0,female,F4,1,0503_F4_C,1,0,2,2,1,0,3,0,0,0,4,0,0,0,0,0,0,1,0,2,4,0,0,0,7,0,0,0,0,0,0,0,4,3,0,0,6,0,13,0,0,0,1,0,1,0,0,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,1,0,2,0,0,0,0,0
2787445900253100197,20240503,2357.555908,8738.213088,1750.11894,DH_ex_Cpne4,1.0,excitatory,3.0,female,F4,1,0503_F4_C,1,0,7,8,1,1,0,0,1,0,14,0,0,3,1,0,0,0,5,1,4,0,1,4,6,0,0,1,1,0,0,0,8,0,0,0,8,3,4,0,1,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,11,4,4,0,2,0,2,0,0,1
2787445900284100060,20240503,3058.859131,7102.406445,1885.660336,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,female,F4,1,0503_F4_C,1,0,0,1,1,1,0,0,0,0,3,0,0,0,1,0,0,0,3,2,1,1,0,0,2,0,0,0,0,0,0,0,3,1,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0,2,0,0,0,0,1,0,0,0,4,4,0,1,0,0,0,0,1,0,0
2787445900512100083,20240503,487.6832581,8841.338072,3787.674589,DH_ex_Cpne4,1.0,excitatory,3.0,female,F3,1,0503_F3_C,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2787445900546100109,20240503,1251.920654,7871.934409,3987.075864,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,female,F3,1,0503_F3_C,0,0,1,1,0,0,1,0,1,2,7,0,0,0,0,0,0,0,2,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
2787445900581200027,20240503,1375.448608,7327.904217,4119.042088,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,female,F3,1,0503_F3_C,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0
2787445900821100164,20240503,1381.922974,2008.89074,6342.364669,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,female,F3,3,0503_F3_S,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,1
2787445900823100112,20240503,3319.34668,2717.346224,6171.492028,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,female,F3,3,0503_F3_S,0,0,0,1,0,0,0,0,1,1,24,0,0,0,1,0,1,0,2,4,2,0,0,1,2,0,0,0,0,0,0,0,2,0,1,0,5,1,3,0,2,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,1,1,1,0,0,0,5,1,0,2,0,1,2,0,1,0,0
2787445900824200051,20240503,1072.097046,2747.168345,6209.510995,DH_ex_Cpne4,1.0,excitatory,3.0,female,F3,3,0503_F3_S,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0
2787889600405100177,20240503,1986.361206,4803.507163,8949.556705,DH_ex_Cpne4,1.0,excitatory,3.0,male,M4,2,0503_M4_L,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2787889600510100101,20240503,1542.123413,4030.520545,9939.332078,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,male,M4,3,0503_M4_S,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,2,0,2,3,1,0,0,0,1,0,0,1,0
2795103300233100227,20240610,2280.820801,6861.743995,1749.930166,DH_ex_Cpne4,1.0,excitatory,3.0,male,M4,2,0610_M4_L,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,1,0,1,6,3,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
2795103300367100270,20240610,1480.78894,5140.949556,2969.313795,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,male,M5,4,0610_M5_T,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2795103300382100169,20240610,734.3716431,9333.962676,2853.817064,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,male,M5,3,0610_M5_S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2795103300382100212,20240610,2046.786255,9304.176225,2893.664506,DH_ex_Cpne4,1.0,excitatory,3.0,male,M5,3,0610_M5_S,0,0,1,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2795103300400100174,20240610,3697.925293,4608.046293,3099.601928,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,male,M5,4,0610_M5_T,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2795103300445100148,20240610,2396.557373,7430.392217,3484.61692,DH_ex_Cpne4,1.0,excitatory,3.0,male,M5,2,0610_M5_L,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2795103300447100274,20240610,1442.411865,7797.266953,3513.882809,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,male,M5,2,0610_M5_L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2795584800172100130,20240610,2028.48645,8077.705607,4988.588524,DH_ex_Cpne4,1.0,excitatory,3.0,female,F3,3,0610_F3_S,0,0,1,0,1,0,0,0,0,1,7,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
2795584800173100264,20240610,3339.960205,8157.160699,5086.014155,DH_ex_Cpne4,1.0,excitatory,3.0,female,F3,3,0610_F3_S,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2795584800237100138,20240610,1969.624634,6029.423712,5532.373199,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,female,F3,2,0610_F3_L,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2795584800434100185,20240610,2471.029541,825.0956806,7331.459401,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,female,F4,1,0610_F4_C,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2795584800462100126,20240610,2729.694092,8474.865891,7368.758052,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,female,F4,3,0610_F4_S,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2795584800462100146,20240610,1269.99292,8450.19812,7379.223818,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,female,F4,3,0610_F4_S,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
2795584800492100073,20240610,4056.04834,6988.566939,7499.273253,DH_ex_Cpne4,1.0,excitatory,3.0,female,F4,2,0610_F4_L,0,1,0,0,0,0,0,0,1,0,2,0,3,1,2,1,0,0,3,0,0,0,1,0,0,1,0,0,1,1,0,0,5,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2795584800494100150,20240610,1571.922119,7337.526539,7484.7726,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,female,F4,2,0610_F4_L,0,0,0,2,0,0,2,0,0,2,1,0,0,1,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2795903600059100029,20240613,2363.236816,2182.689477,4326.211899,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,male,M5,3,0613_M5_S,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
