Unnamed: 0,Datasets,volume,center_x,center_y,MERFISH_cell_type_annotation,Region,Excitatory_vs_Inhibitory,Segment,Gender,Mouse_ID,AP_position,Section_ID,Bdnf,Adcyap1r1,Gabrb3,Ntrk3,Grik1,Nrgn,Sst,Dpy19l1,Dlk1,Sema6d,Gabrg3,Chrnb2,Penk,Pvalb,Sema4d,Pcdhgb5,Bnc2,Pcdhga11,Rnf220,Pcdhga12,Prkcg,Vgf,Plxna1,Notch2,P2rx7,Gabrq,Adamts2,Pcdha11,Pdyn,Sema4c,Adcyap1,Plxnc1,Pcdhgc5,Ptgds,Grid1,Grik5,Plxnb1,Zfhx3,Chrna7
2707604800385100106,20240415,1726.99231,2110.601136,8082.876556,DH_ex_Reln/Npff,1.0,excitatory,1.0,male,M1,1,0415_M1_C,0,3,2,4,5,1,41,0,27,2,1,2,1,0,1,0,0,0,2,0,0,0,0,0,1,0,1,1,2,2,2,3,1,1,3,4,1,0,1
2707604800425100142,20240415,4182.489258,1533.108488,8698.871244,DH_ex_Reln/Npff,1.0,excitatory,1.0,male,M1,1,0415_M1_C,0,0,0,0,0,2,3,1,12,8,0,1,0,3,1,0,0,0,2,0,0,2,0,1,2,0,0,1,0,0,0,0,0,2,0,2,0,1,0
2726543700497200037,20240422,2310.494873,5134.910511,7819.203131,DH_ex_Reln/Npff,1.0,excitatory,1.0,male,M3,2,0422_M3_L,0,0,0,2,0,0,4,0,13,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2787445900095100086,20240503,2153.293945,5848.038721,617.0919849,DH_ex_Reln/Npff,1.0,excitatory,1.0,female,F5,1,0503_F5_C,0,10,0,3,0,3,1,0,11,1,1,1,1,0,0,0,1,0,2,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,2,1,1,0,0
2787445900195100095,20240503,2481.92627,2869.424449,1557.811704,DH_ex_Reln/Npff,1.0,excitatory,1.0,female,F5,2,0503_F5_L,0,0,0,1,0,0,17,0,0,7,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,0,0,0
2787445900248200033,20240503,1514.846558,7372.766091,1742.172129,DH_ex_Reln/Npff,1.0,excitatory,1.0,female,F4,1,0503_F4_C,1,3,1,2,4,1,2,0,54,4,1,5,0,0,0,2,0,0,5,1,0,0,0,1,0,0,0,1,3,1,0,0,0,0,3,1,0,1,0
2787445900330100033,20240503,732.5063477,9564.680911,2372.760793,DH_ex_Reln/Npff,1.0,excitatory,1.0,female,F4,1,0503_F4_C,0,1,0,0,0,1,1,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
2787445900723100035,20240503,4919.554688,5605.361456,5254.501224,DH_ex_Reln/Npff,1.0,excitatory,1.0,female,F3,4,0503_F3_T,0,3,0,1,2,1,1,1,23,1,0,2,0,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,1,0,0,1,2
2787889600023100053,20240503,867.272583,8778.530392,5759.182613,DH_ex_Reln/Npff,1.0,excitatory,1.0,male,M5,1,0503_M5_C,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2787889600326100064,20240503,1143.990723,2931.586318,8303.602105,DH_ex_Reln/Npff,1.0,excitatory,1.0,male,M5,3,0503_M5_S,1,0,0,0,1,0,0,1,37,5,0,0,0,0,0,1,2,0,0,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,2
2787889600360100108,20240503,2427.714355,2189.64373,8656.65902,DH_ex_Reln/Npff,1.0,excitatory,1.0,male,M5,3,0503_M5_S,1,3,0,0,1,1,6,0,31,3,0,3,2,1,0,1,1,2,7,0,2,0,0,1,0,2,0,0,0,1,1,0,1,1,2,1,0,0,2
2787889600379100067,20240503,1575.699463,7647.82427,8700.944076,DH_ex_Reln/Npff,1.0,excitatory,1.0,male,M4,4,0503_M4_T,0,7,1,0,4,0,0,0,17,1,0,1,0,0,0,0,0,2,3,0,1,0,0,0,0,1,0,0,0,1,0,0,4,1,5,1,0,0,1
2787889600544100149,20240503,396.936615,3478.05283,10206.42135,DH_ex_Reln/Npff,1.0,excitatory,1.0,male,M4,3,0503_M4_S,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2795103300191100094,20240610,2640.383057,4744.110503,1354.541674,DH_ex_Reln/Npff,1.0,excitatory,1.0,male,M4,4,0610_M4_T,1,1,0,2,2,2,6,0,18,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,4,3,0,0,0
2795584800201100136,20240610,2384.834961,5882.125013,5376.291225,DH_ex_Reln/Npff,1.0,excitatory,1.0,female,F3,2,0610_F3_L,1,2,0,3,1,2,0,0,2,0,0,0,0,0,1,0,0,0,5,0,1,0,3,1,0,1,0,0,3,0,0,0,0,0,0,2,0,0,0
2795584800225100224,20240610,2781.78125,2713.90833,5596.093655,DH_ex_Reln/Npff,1.0,excitatory,1.0,female,F3,1,0610_F3_C,0,2,0,3,0,0,1,0,18,4,0,0,0,0,0,0,1,0,5,1,4,0,2,1,0,1,0,0,0,0,1,0,0,1,7,2,0,0,2
2795584800434100110,20240610,2461.445068,716.4076095,7225.751338,DH_ex_Reln/Npff,1.0,excitatory,1.0,female,F4,1,0610_F4_C,1,2,1,0,2,0,0,0,46,2,2,0,0,0,0,0,0,1,2,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,2,2,0,1,0
2796212800355100022,20240613,625.1306763,3518.178422,3041.558885,DH_ex_Reln/Npff,1.0,excitatory,1.0,female,F3,3,0613_F3_S,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2796212800423100067,20240613,1529.339722,4802.798548,3717.608867,DH_ex_Reln/Npff,1.0,excitatory,1.0,female,F3,2,0613_F3_L,0,0,0,3,1,0,2,0,6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
2796212800668100013,20240613,1332.475464,10439.50137,5507.574806,DH_ex_Reln/Npff,1.0,excitatory,1.0,female,F5,1,0613_F5_C,0,0,0,1,0,0,2,0,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2796212800882100339,20240613,1014.085022,7842.146788,7711.015444,DH_ex_Reln/Npff,1.0,excitatory,1.0,female,F3,1,0613_F3_C,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2796212800890100208,20240613,2170.797607,9950.17191,7705.817154,DH_ex_Reln/Npff,1.0,excitatory,1.0,female,F4,1,0613_F4_C,0,0,0,0,0,1,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2945606900000011723,20240328,1861.108643,1224.747794,6617.541808,DH_ex_Reln/Npff,1.0,excitatory,1.0,female,F1,1,0328_F1_C,0,1,0,0,2,0,1,0,18,2,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2945606900000016601,20240328,2147.199219,2532.704277,7247.722755,DH_ex_Reln/Npff,1.0,excitatory,1.0,female,F1,4,0328_F1_T,0,0,0,0,0,0,0,0,24,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2946331700000008218,20240415,1926.417236,8902.070827,1674.678346,DH_ex_Reln/Npff,1.0,excitatory,1.0,female,F2,1,0415_F2_C,0,1,0,0,0,0,4,2,1,1,0,0,0,1,1,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2946331700000014057,20240415,1547.005249,10185.44924,2511.227385,DH_ex_Reln/Npff,1.0,excitatory,1.0,female,F2,4,0415_F2_T,1,1,0,4,0,1,15,1,11,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,1,1
