Unnamed: 0,Datasets,volume,center_x,center_y,MERFISH_cell_type_annotation,Region,Excitatory_vs_Inhibitory,Segment,Gender,Mouse_ID,AP_position,Section_ID,Pmfbp1,Sema7a,Bdnf,Cck,Sema3a,Sema3g,Adcyap1r1,Gabrb3,Pcdhb21,Lhx9,Ntrk3,Pomc,Htr4,Grik1,Spr,Npb,Prox1,Cyp27a1,Sst,Mc5r,Pcdhgb2,Dpy19l1,Pax6,Apela,Pcdha1,Agtr1b,Sstr2,Adra1b,Adora2b,Dlk1,Pax2,Dach2,Crhr1,Tfap2b,Calcb,Sema6d,Gabrg3,Poln,Chrnb2,Cdh19,Pcdhb9,Erbb2,Gpc3,Pmp22,Onecut2,Pth1r,Penk,Pcdhb12,Rorb,Pnmt,Esrrg,Aif1,Ccn2,Sema6c,Pcdha7,Pvalb,Met,Sema4d,Htr2a,Pcdhgb5,Uts2r,Pcdhb16,Bnc2,Pcdhga11,P2ry1,Chrna2,Pcdhb18,Farp2,Rnf220,Pcdhga12,Dbh,Prkcg,Vgf,Plxna1,Pcdhb19,Notch2,P2rx7,Pcdhga9,Pcdhb3,Gabra1,Gabrq,Adamts2,Trem2,Hrh2,P2rx6,Sema5b,Pcdha11,Calcrl,Nrp1,Gad2,Slc6a4,Pcdhgb4,Sema4c,Ramp2,Htr1f,Plxnb2,Pdzrn3,Plxnc1,Pcdhb11,Pcdhgc5,Jag2,Ptgds,Mc4r,Gabrg2,Pcdhga10,Dll1,Tnr,Pts,Cckar,Pcdhga6,Sstr3,Grid1,Tac4,Grik5,Plxnb1,Calb1,Fosb,P2rx3,Grik3,Zfhx3,Chat,Oprm1,Chrm3,Pkd2l1,Hrh1,Chrna7
2707604700362100129,20240415,2415.977539,2632.63961,9529.309507,MV_in_Gm26673,4.0,inhibitory,19.0,male,M2,1,0415_M2_C,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,5,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0
2707604700363100152,20240415,6419.855957,2904.337918,9545.672375,MV_in_Gm26673,4.0,inhibitory,19.0,male,M2,1,0415_M2_C,2,14,0,0,1,0,10,1,0,0,12,1,0,4,1,0,0,1,1,0,1,0,0,0,0,2,1,0,0,0,11,1,1,2,0,1,0,0,8,1,0,0,0,1,1,0,2,0,2,0,19,0,2,0,0,89,1,1,0,0,1,0,0,3,0,0,0,4,21,0,0,1,0,8,4,1,2,0,0,1,3,1,2,1,8,8,0,0,2,0,3,0,0,0,0,1,0,0,1,0,3,2,1,1,0,0,3,1,1,0,0,12,0,5,1,0,0,1,0,0,0,0,2,1,0,1
2707604700364100154,20240415,2804.032715,3054.926407,9493.702689,MV_in_Gm26673,4.0,inhibitory,19.0,male,M2,1,0415_M2_C,0,1,0,0,0,0,2,1,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,1,0,0,2,0,0,1,1,2,0,0,0,0,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,2,0,0,1,1,0,1,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,1,1,0,8,0,2,2,0,0,0,0,0,0,1,1,1,0,0
2707604800055100067,20240415,2246.87085,3770.756519,3558.395833,MV_in_Gm26673,4.0,inhibitory,19.0,male,M1,3,0415_M1_S,0,1,0,0,0,0,1,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,1,5,0,0,3,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2707604800119100189,20240415,1140.831177,4155.617048,4588.840756,MV_in_Gm26673,4.0,inhibitory,19.0,male,M1,2,0415_M1_L,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2707604800141100047,20240415,1509.490723,4377.101291,4632.64984,MV_in_Chrna2,4.0,inhibitory,19.0,male,M1,2,0415_M1_L,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2707604800424100118,20240415,3448.412598,1159.496924,8654.119624,MV_in_Chrna2,4.0,inhibitory,19.0,male,M1,1,0415_M1_C,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,10,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,0
2707737900099100020,20240415,4105.461914,10639.55369,9739.782357,MV_in_Gm26673,4.0,inhibitory,19.0,female,F1,2,0415_F1_L,0,4,0,0,0,0,4,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,2,0,0,1,0,0,0,0,0,0,2,0,10,2,0,1,0,22,0,1,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,3,1,3,0,0,1,0,0,5,0,0,0,2,0,0
2707737900099100188,20240415,1572.109253,10680.45195,9903.737479,MV_in_Gm26673,4.0,inhibitory,19.0,female,F1,2,0415_F1_L,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
2707737900132100163,20240415,2450.772461,9000.56794,10783.48251,MV_in_Chrna2,4.0,inhibitory,19.0,female,F1,4,0415_F1_T,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,10,0,0,0,3,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,2,2,0,0,0,0,0,1
2707737900133100071,20240415,979.2529297,9099.234793,10680.43821,MV_in_Gm26673,4.0,inhibitory,19.0,female,F1,4,0415_F1_T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2707737900133100218,20240415,1807.913818,9298.208746,10848.17224,MV_in_Gm26673,4.0,inhibitory,19.0,female,F1,4,0415_F1_T,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,4,0,0,1,0,0,0,0,1,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,1,0,0,0,0,1,0
2707737900146100140,20240415,1529.837891,9267.29966,10849.36636,MV_in_Gm26673,4.0,inhibitory,19.0,female,F1,4,0415_F1_T,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,4,2,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2726543700142100174,20240422,3368.351563,4336.773595,4916.135398,MV_in_Chrna2,4.0,inhibitory,19.0,male,M3,4,0422_M3_T,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2726543700165100132,20240422,2839.098145,1745.367094,5110.731242,MV_in_Gm26673,4.0,inhibitory,19.0,male,M3,1,0422_M3_C,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0
