Unnamed: 0,Datasets,volume,center_x,center_y,MERFISH_cell_type_annotation,Region,Excitatory_vs_Inhibitory,Segment,Gender,Mouse_ID,AP_position,Section_ID,Sema7a,Cck,Adcyap1r1,Lhx9,Ntrk3,Grik1,Spr,Prox1,Cyp27a1,Sst,Dpy19l1,Dlk1,Pax2,Crhr1,Calcb,Sema6d,Chrnb2,Cdh19,Penk,Rorb,Esrrg,Pvalb,Sema4d,Pcdhgb5,Uts2r,Pcdhb16,Bnc2,P2ry1,Rnf220,Dbh,Vgf,Plxna1,Pcdhb19,Notch2,Plxnd1,P2rx7,Pcdhga9,P2rx6,Sema5b,Gad2,Slc6a4,Pcdhgb4,Sema4c,Pdzrn3,Pcdhb11,Jag2,Ptgds,Tnr,Cckar,Grid1,Grik5,Plxnb1,Grik3,Zfhx3,Pkd2l1,Hrh1,Chrna7
2726562800099100136,20240422,2753.434082,5348.562074,3403.716554,MV_in_Sema5b,4.0,inhibitory,15.0,male,M2,1,0422_M2_C,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2726562800261100018,20240422,3995.955811,8187.41804,5424.008168,MV_in_Sema5b,4.0,inhibitory,15.0,male,M2,2,0422_M2_L,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2787445900206100124,20240503,2468.043945,5887.927162,1424.023218,MV_in_Sema5b,4.0,inhibitory,15.0,female,F5,1,0503_F5_C,1,0,1,0,9,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,1,0,0,0,5,0,3,1,0,2,0,0,0,0,3,0,0,0,1,0,1,3,24,1,0,3,1,0,1,7,0,0,0
2787445900231100186,20240503,2859.522949,2742.607467,1787.817362,MV_in_Sema5b,4.0,inhibitory,15.0,female,F5,2,0503_F5_L,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0
2787445900267100193,20240503,2319.213867,2287.551498,2066.097376,MV_in_Sema5b,4.0,inhibitory,15.0,female,F5,2,0503_F5_L,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2787445900267100210,20240503,3460.455811,2223.891164,2086.789147,MV_in_Sema5b,4.0,inhibitory,15.0,female,F5,2,0503_F5_L,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2787445900298100030,20240503,3171.459717,776.4044701,2162.494333,MV_in_Sema5b,4.0,inhibitory,15.0,female,F5,3,0503_F5_S,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2787445900303100132,20240503,2711.330078,2107.646806,2293.162187,MV_in_Sema5b,4.0,inhibitory,15.0,female,F5,2,0503_F5_L,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,0,0
2787445900462100171,20240503,2490.86792,5012.116328,3494.022427,MV_in_Sema5b,4.0,inhibitory,15.0,female,F4,4,0503_F4_T,0,0,0,0,0,0,0,0,1,1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2787445900597100077,20240503,2155.107666,1601.109008,4500.971376,MV_in_Sema5b,4.0,inhibitory,15.0,female,F4,3,0503_F4_S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0
2787445900681100244,20240503,1668.534668,4204.873836,5173.50638,MV_in_Sema5b,4.0,inhibitory,15.0,female,F3,2,0503_F3_L,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2787445900753100089,20240503,539.1922607,3640.298756,5603.744579,MV_in_Sema5b,4.0,inhibitory,15.0,female,F3,2,0503_F3_L,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2787445900756100108,20240503,1657.992676,4567.174554,5643.620967,MV_in_Sema5b,4.0,inhibitory,15.0,female,F3,2,0503_F3_L,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2787445900860100075,20240503,366.0167847,2566.566006,6425.420523,MV_in_Sema5b,4.0,inhibitory,15.0,female,F3,3,0503_F3_S,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2787889600093100030,20240503,1046.226196,8184.641398,6305.68849,MV_in_Sema5b,4.0,inhibitory,15.0,male,M5,1,0503_M5_C,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,0
2787889600229100023,20240503,2217.219482,6072.834033,7426.383584,MV_in_Sema5b,4.0,inhibitory,15.0,male,M5,4,0503_M5_T,2,2,1,0,0,0,0,0,0,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2787889600231100029,20240503,941.9429321,6555.967144,7430.677958,MV_in_Sema5b,4.0,inhibitory,15.0,male,M5,4,0503_M5_T,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,1,0,0,1,1,0,0
2787889600266100092,20240503,939.1607666,6193.352474,7784.337918,MV_in_Sema5b,4.0,inhibitory,15.0,male,M5,4,0503_M5_T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2787889600348100196,20240503,1451.123413,9114.195936,8516.248892,MV_in_Sema5b,4.0,inhibitory,15.0,male,M4,1,0503_M4_C,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,4,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2787889600362100073,20240503,3256.93335,2895.683479,8608.710623,MV_in_Sema5b,4.0,inhibitory,15.0,male,M5,3,0503_M5_S,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
2787889600396100026,20240503,3148.483887,2414.019697,8833.02045,MV_in_Sema5b,4.0,inhibitory,15.0,male,M5,3,0503_M5_S,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
2787889600396100087,20240503,2486.255859,2343.99454,8897.818651,MV_in_Sema5b,4.0,inhibitory,15.0,male,M5,3,0503_M5_S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2787889600444100034,20240503,2471.275391,5621.404264,9127.492629,MV_in_Sema5b,4.0,inhibitory,15.0,male,M4,2,0503_M4_L,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2787889600617100099,20240503,901.052002,3636.58904,10599.33272,MV_in_Sema5b,4.0,inhibitory,15.0,male,M4,3,0503_M4_S,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2795103300110100181,20240610,3837.077637,1679.968808,965.3247663,MV_in_Sema5b,4.0,inhibitory,15.0,male,M4,1,0610_M4_C,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,3,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2795103300178100085,20240610,4445.053223,1244.695299,1410.248578,MV_in_Sema5b,4.0,inhibitory,15.0,male,M4,1,0610_M4_C,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2795103300367100017,20240610,2245.3396,5157.222836,2703.450288,MV_in_Sema5b,4.0,inhibitory,15.0,male,M5,4,0610_M5_T,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
2795584800101100257,20240610,1463.716675,8313.170423,4555.472832,MV_in_Sema5b,4.0,inhibitory,15.0,female,F3,3,0610_F3_S,0,0,1,0,1,1,0,0,0,0,0,1,2,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,2,0,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
2795584800103100078,20240610,621.2853394,8815.165118,4385.474121,MV_in_Sema5b,4.0,inhibitory,15.0,female,F3,3,0610_F3_S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2795584800124100245,20240610,4527.868652,4745.011486,4838.136619,MV_in_Sema5b,4.0,inhibitory,15.0,female,F3,4,0610_F3_T,1,0,0,0,1,0,0,0,0,4,0,0,2,0,0,3,3,1,0,0,1,10,0,0,0,0,0,0,8,1,6,0,0,0,0,0,0,1,2,0,0,0,1,0,0,2,4,0,1,1,1,0,1,0,0,0,1
2795584800125200038,20240610,2998.402832,4927.655083,4641.692549,MV_in_Sema5b,4.0,inhibitory,15.0,female,F3,4,0610_F3_T,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2795584800149100350,20240610,5156.001465,1475.841791,5130.36742,MV_in_Sema5b,4.0,inhibitory,15.0,female,F3,1,0610_F3_C,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2795584800152100329,20240610,3961.585693,2326.961761,5069.073116,MV_in_Sema5b,4.0,inhibitory,15.0,female,F3,1,0610_F3_C,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2795584800400100374,20240610,2303.390137,1324.138736,7075.87081,MV_in_Sema5b,4.0,inhibitory,15.0,female,F4,1,0610_F4_C,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2795584800585100121,20240610,7861.760254,2644.433591,8401.882764,MV_in_Sema5b,4.0,inhibitory,15.0,female,F5,1,0610_F5_C,1,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,3,1,7,1,0,0,0,1,0,3,2,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0
2795584800670100085,20240610,3788.097656,6333.032433,8917.676802,MV_in_Sema5b,4.0,inhibitory,15.0,female,F5,2,0610_F5_L,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0
2795584800674100070,20240610,1683.478638,7287.0284,8840.325722,MV_in_Sema5b,4.0,inhibitory,15.0,female,F5,2,0610_F5_L,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2795584800696100028,20240610,2407.636475,3412.193854,9099.056487,MV_in_Sema5b,4.0,inhibitory,15.0,female,F5,1,0610_F5_C,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2795584800709100041,20240610,2471.224365,7038.683978,9101.703365,MV_in_Sema5b,4.0,inhibitory,15.0,female,F5,2,0610_F5_L,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2795584800709100282,20240610,3263.176514,7102.735883,9322.108997,MV_in_Sema5b,4.0,inhibitory,15.0,female,F5,2,0610_F5_L,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2795903600006100074,20240613,3020.471924,1706.67523,3971.995891,MV_in_Sema5b,4.0,inhibitory,15.0,male,M5,3,0613_M5_S,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
2795903600032100071,20240613,692.1226807,1733.120145,4076.094151,MV_in_Sema5b,4.0,inhibitory,15.0,male,M5,3,0613_M5_S,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
2795903600032100212,20240613,2302.580811,1704.87369,4248.613193,MV_in_Sema5b,4.0,inhibitory,15.0,male,M5,3,0613_M5_S,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
2795903600089100136,20240613,3411.301514,3068.722704,4829.67686,MV_in_Sema5b,4.0,inhibitory,15.0,male,M5,2,0613_M5_L,0,0,0,1,2,2,0,0,0,3,0,0,0,0,0,2,1,0,2,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,2,1
2795903600114100170,20240613,3638.22583,2872.019826,5032.247225,MV_in_Sema5b,4.0,inhibitory,15.0,male,M5,2,0613_M5_L,0,0,0,0,0,2,0,0,1,0,1,0,2,0,0,1,0,0,0,1,0,3,0,1,0,0,0,0,6,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0
