Unnamed: 0,Datasets,volume,center_x,center_y,MERFISH_cell_type_annotation,Region,Excitatory_vs_Inhibitory,Segment,Gender,Mouse_ID,AP_position,Section_ID,Pmfbp1,Sema7a,Cck,Adcyap1r1,Drd5,Gabrb3,Pcdhb21,Lhx9,Ntrk3,Pomc,Htr4,Grik1,Nrgn,Chrna6,Spr,Prox1,Cyp27a1,Sst,Pcdhgb2,Dpy19l1,Nmu,Hcrtr1,Pcdha1,Agtr1b,Sstr2,Adra1b,Dlk1,Pax2,Crhr1,Drd1,Calcb,Ctss,Pcdha9,Htr1d,Sema6d,Gabrg3,Chrnb2,Cdh19,Pcdhb9,Gpc3,Pmp22,Onecut2,Pth1r,Penk,Pcdhb12,Rorb,Esrrg,Ccn2,Sema6c,Pcdha7,Npffr2,Pvalb,Sema4d,Ghsr,Htr2a,Pcdhgb5,Uts2r,Pcdhb16,Bnc2,Pcdhga11,P2ry1,Pcdhb18,Farp2,Rnf220,Pcdhga12,Prkcg,Vgf,Plxna1,Pcdhb19,Notch2,Plxnd1,P2rx7,Adra2a,Pcdhga8,Pitx2,Pcdhga9,Pcdhb3,Gabra1,Gabrq,Adamts2,Trem2,Hrh2,P2rx6,Sema5b,Pcdha11,Nrp1,Gad2,Pcdhgb4,Sema4c,Ramp2,Plxnb2,Pdzrn3,Plxnc1,Pcdhb11,Pcdhgc5,Jag2,Ptgds,Mc4r,Gabrg2,Pcdhga10,Dll1,Tnr,Pts,Cckar,Pcdhga6,Sstr3,Grid1,Tac1,Grik5,Plxnb1,Calb1,Npas4,Fosb,P2rx3,Grik3,Zfhx3,Chat,Oprm1,Chrm3,Chrm4,Pkd2l1,Hrh1,Chrna7
2656144300062100048,20240328,1761.427979,12394.82815,10832.54406,MV_in_Gabra1,4.0,inhibitory,16.0,female,F2,1,0328_F2_C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2656144300164100142,20240328,1217.745361,8864.472261,12318.10543,MV_in_Gabra1,4.0,inhibitory,16.0,female,F2,2,0328_F2_L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2656144900086100184,20240328,295.9143066,8293.118337,973.9591048,MV_in_Gabra1,4.0,inhibitory,16.0,male,M1,1,0328_M1_C,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2656144900112100127,20240328,3265.307129,8193.399547,1160.705156,MV_in_Gabra1,4.0,inhibitory,16.0,male,M1,1,0328_M1_C,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2656144900112100151,20240328,753.7932739,8311.984708,1176.573366,MV_in_Gabra1,4.0,inhibitory,16.0,male,M1,1,0328_M1_C,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,8,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2656144900138100135,20240328,2177.197266,8236.03194,1426.053616,MV_in_Gabra1,4.0,inhibitory,16.0,male,M1,1,0328_M1_C,0,1,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,2,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2656144900139100232,20240328,1825.348877,8453.357834,1534.302847,MV_in_Gabra1,4.0,inhibitory,16.0,male,M1,1,0328_M1_C,0,3,0,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,1,0,0,2,1,1,0,0,5,0,0,0,0,15,0,0,1,0,0,0,0,0,0,1,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2656144900167100168,20240328,3793.628174,8920.702148,1832.035241,MV_in_Gabra1,4.0,inhibitory,16.0,male,M1,1,0328_M1_C,0,2,0,3,0,1,1,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,2,1,5,0,0,0,0,0,3,3,1,0,1,0,0,0,1
2656144900211100084,20240328,2447.572998,6885.222616,2267.411046,MV_in_Gabra1,4.0,inhibitory,16.0,male,M2,1,0328_M2_C,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4,1,0,0,0,0,0,0,1
2656144900377100139,20240328,1101.427979,9578.210377,3957.069936,MV_in_Gabra1,4.0,inhibitory,16.0,male,M1,4,0328_M1_T,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2656144900421100075,20240328,1180.779297,7416.71198,4440.065076,MV_in_Gabra1,4.0,inhibitory,16.0,male,M2,4,0328_M2_T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2656144900515100215,20240328,669.4403076,11828.17741,5422.172831,MV_in_Gabra1,4.0,inhibitory,16.0,male,M1,3,0328_M1_S,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2656144900530100029,20240328,3613.911133,8713.681365,5537.111762,MV_in_Gabra1,4.0,inhibitory,16.0,male,M2,2,0328_M2_L,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,0,0,2,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0
2656144900589100180,20240328,2346.023438,10650.25443,6232.673146,MV_in_Gabra1,4.0,inhibitory,16.0,male,M1,2,0328_M1_L,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2656144900615100019,20240328,3658.70752,10566.67161,6365.507929,MV_in_Gabra1,4.0,inhibitory,16.0,male,M1,2,0328_M1_L,0,3,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,0,4,0,0,0,0,0,0,0,1,0,1,1,0,0,0,9,0,1,0,0,0,4,0,1,1,0,1,5,0,0,2,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,2,1,0,0,1,0,1,1,0,0,0,0,1,0,0
2707604000085100071,20240415,1192.737305,7454.864545,8820.349297,MV_in_Gabra1,4.0,inhibitory,16.0,male,M3,2,0415_M3_L,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2707604700083100291,20240415,1610.423584,4967.16814,6266.499754,MV_in_Gabra1,4.0,inhibitory,16.0,male,M2,2,0415_M2_L,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0
2707604700223100181,20240415,3680.311279,3915.019935,7919.059886,MV_in_Gabra1,4.0,inhibitory,16.0,male,M2,4,0415_M2_T,0,1,0,3,0,1,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,1,0,0,0,1,0,0,0,1,4,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,10,0,2,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,2,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,6,0,7,0,0,0,0,0,2,4,0,0,0,0,0,0,1
2707604700223100200,20240415,2593.785889,3957.423437,7942.777816,MV_in_Gabra1,4.0,inhibitory,16.0,male,M2,4,0415_M2_T,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,1
2707604700226100081,20240415,5049.627441,4619.017362,7779.106132,MV_in_Gabra1,4.0,inhibitory,16.0,male,M2,4,0415_M2_T,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,6,0,0,6,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,4,0,0,0,0,1,0,0
2707604800059100134,20240415,3304.772461,4989.336483,3698.149401,MV_in_Gabra1,4.0,inhibitory,16.0,male,M1,2,0415_M1_L,1,5,0,4,0,1,0,0,7,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,1,0,0,1,0,0,1,0,0,7,1,0,1,0,20,0,0,0,0,0,0,1,0,0,0,1,8,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,4,0,0,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,6,0,8,0,0,1,0,0,0,1,1,1,0,0,0,0,1
2707604800060100117,20240415,2002.144775,5132.205086,3684.285511,MV_in_Gabra1,4.0,inhibitory,16.0,male,M1,2,0415_M1_L,0,7,0,6,0,0,0,0,6,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,5,0,3,0,0,0,0,1,0,0,0,0,10,0,0,0,0,7,1,1,0,0,0,1,0,0,1,0,0,11,0,0,51,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,0,0,0,0,0,3,0,0,2,1,3,0,0,0,0,1,0,0,1,4,0,4,1,0,0,0,0,0,4,0,1,1,0,0,0,2
2707604800382100052,20240415,2286.5625,1275.892864,8046.527549,MV_in_Gabra1,4.0,inhibitory,16.0,male,M1,1,0415_M1_C,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,5,0,2,0,0,8,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,19,0,0,0,0,1,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2707604800383100170,20240415,4306.782227,1419.918282,8168.663023,MV_in_Gabra1,4.0,inhibitory,16.0,male,M1,1,0415_M1_C,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,1,0,0,0,0,1,0,0,1,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,7,0,0,0,0,0,1,0
2707604800403100163,20240415,2128.662354,1264.764993,8420.625313,MV_in_Gabra1,4.0,inhibitory,16.0,male,M1,1,0415_M1_C,0,1,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2707604800424100200,20240415,3009.279541,1173.918971,8750.783811,MV_in_Gabra1,4.0,inhibitory,16.0,male,M1,1,0415_M1_C,0,2,0,1,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2707737900008100115,20240415,3117.661621,10533.11576,7913.409094,MV_in_Gabra1,4.0,inhibitory,16.0,female,F1,3,0415_F1_S,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
2707737900061100018,20240415,2538.934326,11019.4867,8901.95455,MV_in_Gabra1,4.0,inhibitory,16.0,female,F1,2,0415_F1_L,1,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
