Unnamed: 0,Datasets,volume,center_x,center_y,MERFISH_cell_type_annotation,Region,Excitatory_vs_Inhibitory,Segment,Gender,Mouse_ID,AP_position,Section_ID,Sema7a,Bdnf,Cck,Sema3a,Sema3g,Adcyap1r1,Drd5,Gabrb3,Pcdhb21,Lhx9,Ntrk3,Pomc,Htr4,Trhr2,Grik1,Nrgn,Spr,Prox1,Sst,Pcdhgb2,Dpy19l1,Nmu,Pax6,Hcrtr1,Sstr2,Shox2,Adra1b,Dlk1,Pax2,Crhr1,Drd1,Ctss,Pcdha9,Sema6d,Gabrg3,Chrnb2,Cdh19,Pcdhb9,Gpc3,Pmp22,Onecut2,Pth1r,Penk,Rorb,Pnmt,Esrrg,Sema6c,Pcdha7,Pvalb,Sim1,Sema4d,Htr2a,Pcdhgb5,Pcdhb16,Bnc2,Pcdhga11,P2ry1,Pcdhb18,Farp2,Rnf220,Pcdhga12,Qrfpr,Prkcg,Vgf,Plxna1,Pcdhb19,Notch2,Plxnd1,P2rx7,Adra2a,Foxp2,Pitx2,Pcdhga9,Pcdhb3,Col23a1,Gabra1,Gabrq,Adamts2,Hrh2,P2rx6,Sema5b,Pcdha11,Pdyn,Calcrl,Nrp1,Gad2,Pcdhgb4,Sema4c,Ramp2,Plxnb2,Pdzrn3,Adcyap1,Plxnc1,Pcdhb11,Pcdhgc5,Jag2,Ptgds,Mc4r,Gabrg2,Pcdhga10,Dll1,Tnr,Pts,Cckar,Pcdhga6,Sstr3,Grid1,Tac1,Grik5,Plxnb1,Calb1,Npas4,Fosb,Grik3,Zfhx3,Chat,Oprm1,Chrm3,Chrm4,Pkd2l1,Hrh1,Chrna7
2656144300188100109,20240328,1709.013916,9098.194969,12512.02583,DM_ex_Zfhx3,2.0,excitatory,11.0,female,F2,2,0328_F2_L,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2656144900138100115,20240328,3038.072021,8039.436347,1404.349095,DM_ex_Zfhx3,2.0,excitatory,11.0,male,M1,1,0328_M1_C,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2656144900165100167,20240328,2250.810547,8322.834418,1746.149617,DM_ex_Zfhx3,2.0,excitatory,11.0,male,M1,1,0328_M1_C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2656144900166200115,20240328,3383.951172,8823.50717,1781.650107,DM_ex_Zfhx3,2.0,excitatory,11.0,male,M1,1,0328_M1_C,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,1
2656144900315100035,20240328,3735.959473,6834.187941,3301.128572,DM_ex_Zfhx3,2.0,excitatory,11.0,male,M2,1,0328_M2_C,0,0,0,0,0,5,0,0,1,0,3,0,0,0,4,0,1,0,1,0,0,0,0,2,2,0,1,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,2,0,0,1,1,2,1
2656144900421100091,20240328,2473.820068,7216.088551,4462.522941,DM_ex_Zfhx3,2.0,excitatory,11.0,male,M2,4,0328_M2_T,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0
2656144900558100063,20240328,3705.411621,9309.578599,5852.576803,DM_ex_Zfhx3,2.0,excitatory,11.0,male,M2,2,0328_M2_L,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,59,0,1,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2656144900563200175,20240328,1586.462891,10821.3249,6061.548328,DM_ex_Zfhx3,2.0,excitatory,11.0,male,M1,2,0328_M1_L,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2656144900588100086,20240328,2705.365479,10279.43301,6159.732273,DM_ex_Zfhx3,2.0,excitatory,11.0,male,M1,2,0328_M1_L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2707604000085200113,20240415,5475.365723,7246.347417,8916.134494,DM_ex_Zfhx3,2.0,excitatory,11.0,male,M3,2,0415_M3_L,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,26,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,2,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0
2707604000109100213,20240415,3550.435791,5625.470876,9603.187398,DM_ex_Zfhx3,2.0,excitatory,11.0,male,M3,4,0415_M3_T,0,1,0,0,0,1,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,3,0,2,0,0,0,0,0,1,25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10,1,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,5,1,0,0,0,1,0,0
2707604000110100144,20240415,2071.82666,5930.237782,9455.251901,DM_ex_Zfhx3,2.0,excitatory,11.0,male,M3,4,0415_M3_T,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0
2707604000123100275,20240415,1795.500854,5515.438777,9861.973177,DM_ex_Zfhx3,2.0,excitatory,11.0,male,M3,4,0415_M3_T,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,0,3
2707604000154100042,20240415,3767.806885,5611.346007,10210.96891,DM_ex_Zfhx3,2.0,excitatory,11.0,male,M3,4,0415_M3_T,1,0,0,0,1,4,0,2,0,0,5,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,4,1,0,0,0,0,1,0,0,0,0,6,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0
2707604000154100091,20240415,4048.345215,5757.952846,10293.71099,DM_ex_Zfhx3,2.0,excitatory,11.0,male,M3,4,0415_M3_T,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,1,0,1,0,1,1,0,0,0,0,0,0,0
2707604700061100217,20240415,3969.482178,5622.918762,5932.629128,DM_ex_Zfhx3,2.0,excitatory,11.0,male,M2,2,0415_M2_L,2,1,0,0,0,2,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,3,0,2,0,0,0,0,1,5,0,1,0,0,1,0,0
2707604700091100094,20240415,1552.581055,7215.197494,6082.541865,DM_ex_Zfhx3,2.0,excitatory,11.0,male,M3,3,0415_M3_S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
2707604700108100194,20240415,4877.727539,5285.291097,6478.925568,DM_ex_Zfhx3,2.0,excitatory,11.0,male,M2,2,0415_M2_L,1,0,1,0,0,1,0,0,0,0,13,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,4,3,0,0,1,1,0,7,2,0,1,1,0,2,0,2,1,0,0,0,1,0,0,1,12,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0
2707604700131100047,20240415,601.9356079,5043.433188,6609.71732,DM_ex_Zfhx3,2.0,excitatory,11.0,male,M2,2,0415_M2_L,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2707604700364100125,20240415,2486.26709,3200.898786,9454.630872,DM_ex_Zfhx3,2.0,excitatory,11.0,male,M2,1,0415_M2_C,0,0,0,0,0,0,1,0,0,0,6,0,0,0,4,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,15,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,5,0,0,0,6,3,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,5,0,1,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,3,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0
2707604800082100263,20240415,3159.829834,5416.732568,4032.398046,DM_ex_Zfhx3,2.0,excitatory,11.0,male,M1,2,0415_M1_L,2,0,1,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2
2707604800242100131,20240415,1777.658936,3265.047574,6122.322839,DM_ex_Zfhx3,2.0,excitatory,11.0,male,M1,4,0415_M1_T,1,0,0,0,0,4,0,1,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0,0,0,2,2,0,3,0,0,0,0,0,0,0,1,1,0,0,0,2
2707604800284100053,20240415,2014.984741,3113.076707,6634.235834,DM_ex_Zfhx3,2.0,excitatory,11.0,male,M1,4,0415_M1_T,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2707604800364100083,20240415,781.3236084,2102.887051,7787.907766,DM_ex_Zfhx3,2.0,excitatory,11.0,male,M1,1,0415_M1_C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2707604800405100081,20240415,3592.822998,1923.362312,8424.122751,DM_ex_Zfhx3,2.0,excitatory,11.0,male,M1,1,0415_M1_C,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2707737900007100257,20240415,4001.612793,10231.97668,8041.063973,DM_ex_Zfhx3,2.0,excitatory,11.0,female,F1,3,0415_F1_S,1,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,13,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,7,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0
2707737900062100103,20240415,3516.443115,11272.40633,8994.023871,DM_ex_Zfhx3,2.0,excitatory,11.0,female,F1,2,0415_F1_L,1,0,0,0,0,4,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,4,1,0,0,0,1,2,0,0,2,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0
2707737900074100184,20240415,616.3328247,10780.58009,9352.573541,DM_ex_Zfhx3,2.0,excitatory,11.0,female,F1,2,0415_F1_L,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0
2707737900101100093,20240415,2073.823242,11190.91238,9828.690753,DM_ex_Zfhx3,2.0,excitatory,11.0,female,F1,2,0415_F1_L,0,0,1,0,0,9,0,1,0,1,3,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,3,0,1,0,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5,0,0,1,6,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,2,2,0,0,1,0,0,0,2
