Unnamed: 0,Datasets,volume,center_x,center_y,MERFISH_cell_type_annotation,Region,Excitatory_vs_Inhibitory,Segment,Gender,Mouse_ID,AP_position,Section_ID,Sema7a,Cck,Adcyap1r1,Drd5,Gabrb3,Ntrk3,Grik1,Nrgn,Spr,Sst,Pcdhgb2,Dpy19l1,Sstr2,Adra1b,Dlk1,Pax2,Crhr1,Sema6d,Gabrg3,Chrnb2,Gpc3,Penk,Rorb,Esrrg,Sema6c,Npffr2,Pvalb,Sema4d,Htr2a,Pcdhgb5,Uts2r,Pcdhb16,Bnc2,Pcdhga11,Farp2,Rnf220,Pcdhga12,Qrfpr,Prkcg,Vgf,Plxna1,Pcdhb19,Notch2,P2rx7,Pcdhga9,Gabra1,Gabrq,Sema5b,Pdyn,Nrp1,Gad2,Pcdhgb4,Sema4c,Plxnb2,Plxnc1,Pcdhb11,Pcdhgc5,Jag2,Ptgds,Tnr,Sstr3,Grid1,Grik5,Fosb,Grik3,Zfhx3,Chrm3,Chrm4,Chrna7
2795103300063100196,20240610,2870.389648,8170.798624,440.6031449,DH_in_Npy,1.0,inhibitory,4.0,male,M4,3,0610_M4_S,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2795103300097100252,20240610,2514.403809,7937.924101,680.9349103,DH_in_Npy,1.0,inhibitory,4.0,male,M4,3,0610_M4_S,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0
2795103300178100117,20240610,2932.175537,1105.957234,1466.055742,DH_in_Npy,1.0,inhibitory,4.0,male,M4,1,0610_M4_C,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
2795103300232100195,20240610,1941.056641,6471.668481,1733.34142,DH_in_Npy,1.0,inhibitory,4.0,male,M4,2,0610_M4_L,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2795103300232100235,20240610,2265.049316,6463.656984,1762.871425,DH_in_Npy,1.0,inhibitory,4.0,male,M4,2,0610_M4_L,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2795103300233100135,20240610,2297.100342,6698.749906,1683.216539,DH_in_Cdh3,1.0,inhibitory,4.0,male,M4,2,0610_M4_L,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,7,0,0,0,1,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1
2795103300402100043,20240610,4206.064941,5146.831297,3015.571871,DH_in_Npy,1.0,inhibitory,4.0,male,M5,4,0610_M5_T,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
2795584800136100147,20240610,5596.291016,8070.817469,4786.884122,DH_in_Npy,1.0,inhibitory,4.0,female,F3,3,0610_F3_S,0,0,1,0,1,0,1,0,0,1,0,4,1,0,1,5,0,4,0,1,2,0,0,0,1,0,0,2,1,1,0,0,1,0,1,7,0,0,1,1,0,0,2,0,0,0,0,1,2,0,1,0,0,0,1,0,0,1,18,1,0,3,4,0,2,2,0,0,0
2795584800138100282,20240610,1257.512817,8426.652543,4848.062185,DH_in_Npy,1.0,inhibitory,4.0,female,F3,3,0610_F3_S,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2795584800189100073,20240610,2448.452393,2765.261531,5217.121576,DH_in_Npy,1.0,inhibitory,4.0,female,F3,1,0610_F3_C,0,0,1,0,0,0,1,0,0,1,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2795584800242100071,20240610,1296.036377,7439.97606,5573.109096,DH_in_Npy,1.0,inhibitory,4.0,female,F3,2,0610_F3_L,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2795584800493100180,20240610,1680.583008,7062.327845,7505.639741,DH_in_Npy,1.0,inhibitory,4.0,female,F4,2,0610_F4_L,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
2795584800749100172,20240610,1274.015015,8292.469828,9369.059403,DH_in_Npy,1.0,inhibitory,4.0,female,F5,3,0610_F5_S,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1
2795903600032100130,20240613,3448.541992,1646.001704,4158.67623,DH_in_Npy,1.0,inhibitory,4.0,male,M5,3,0613_M5_S,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2795903600354100060,20240613,1881.890991,4518.564387,7434.157367,DH_in_Npy,1.0,inhibitory,4.0,male,M5,4,0613_M5_T,0,0,2,0,1,1,1,0,0,10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1
2795903600670100221,20240613,1647.016602,5690.801383,10983.20521,DH_in_Cdh3,1.0,inhibitory,4.0,male,M4,1,0613_M4_C,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2795903600696100023,20240613,3191.561279,5694.801321,11056.6144,DH_in_Npy,1.0,inhibitory,4.0,male,M4,1,0613_M4_C,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,2,0,3,0,0,5,1,0,0,2,0,0,0,0,0,1,0,0,5,0,0,0,3,4,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,1,1,0,3,3,0,1,1,0,0,0
2796212800529100125,20240613,1485.077515,7372.98446,4521.953812,DH_in_Npy,1.0,inhibitory,4.0,female,F4,4,0613_F4_T,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2796212800537100108,20240613,1834.791382,9682.785073,4507.216906,DH_in_Npy,1.0,inhibitory,4.0,female,F5,1,0613_F5_C,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,1
2796212800748100208,20240613,1883.630615,5928.806845,6589.417336,DH_in_Npy,1.0,inhibitory,4.0,female,F3,4,0613_F3_T,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0
2945606900000001470,20240328,2107.220947,573.7511066,5083.897952,DH_in_Npy,1.0,inhibitory,4.0,female,F1,1,0328_F1_C,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,6,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,42,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,5,0,0,0
2945606900000003088,20240328,3111.157227,582.1978962,5389.396358,DH_in_Npy,1.0,inhibitory,4.0,female,F1,1,0328_F1_C,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,2,3,0,2,1,0,1,0
2945606900000014601,20240328,1598.584839,2557.337351,7170.499119,DH_in_Npy,1.0,inhibitory,4.0,female,F1,4,0328_F1_T,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
2945606900000016668,20240328,1376.839966,2535.743102,7322.183949,DH_in_Npy,1.0,inhibitory,4.0,female,F1,4,0328_F1_T,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2946331700000018762,20240415,1701.508057,10981.49671,3516.628325,DH_in_Npy,1.0,inhibitory,4.0,female,F2,2,0415_F2_L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
