Unnamed: 0,Datasets,volume,center_x,center_y,MERFISH_cell_type_annotation,Region,Excitatory_vs_Inhibitory,Segment,Gender,Mouse_ID,AP_position,Section_ID,Sema7a,Bdnf,Cck,Adcyap1r1,Gabrb3,Pcdhb21,Lhx9,Ntrk3,Grik1,Nrgn,Spr,Prox1,Sst,Pcdhgb2,Dpy19l1,Pax6,Sstr2,Dlk1,Pax2,Crhr1,Ctss,Sema6d,Gabrg3,Chrnb2,Cdh19,Pcdhb9,Gpc3,Pmp22,Penk,Rorb,Esrrg,Sema6c,Pcdha7,Pvalb,Sema4d,Pcdhgb5,Pcdhb16,Bnc2,Pcdhga11,P2ry1,Farp2,Rnf220,Pcdhga12,Qrfpr,Prkcg,Vgf,Plxna1,Pcdhb19,Notch2,P2rx7,Adra2a,Pcdhga8,Pcdhga9,Col23a1,Gabra1,Gabrq,Adamts2,Sema5b,Pcdha11,Pdyn,Calcrl,Nrp1,Gad2,Pcdhgb4,Sema4c,Ramp2,Plxnb2,Pdzrn3,Plxnc1,Pcdhb11,Pcdhgc5,Jag2,Ptgds,Mc4r,Gabrg2,Pcdhga10,Tnr,Pts,Pcdhga6,Sstr3,Grid1,Grik5,Plxnb1,Calb1,Npas4,Fosb,Grik3,Zfhx3,Chrm4,Pkd2l1,Chrna7
2656144300162100043,20240328,2616.292969,8354.877871,12245.77178,DH_ex_Gpr83,1.0,excitatory,2.0,female,F2,2,0328_F2_L,0,0,0,3,0,0,0,1,1,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
2656144900110100185,20240328,701.2185669,7712.324965,1239.773795,DH_in_Pdyn,1.0,inhibitory,2.0,male,M1,1,0328_M1_C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0
2656144900110100189,20240328,1763.138306,7662.960373,1243.390331,DH_in_Pdyn,1.0,inhibitory,2.0,male,M1,1,0328_M1_C,0,0,0,1,0,0,0,0,1,4,1,0,1,0,0,0,4,2,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
2656144900110200173,20240328,2601.016357,7725.235392,1273.223259,DH_in_Pdyn,1.0,inhibitory,2.0,male,M1,1,0328_M1_C,0,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2656144900190100255,20240328,1673.284058,8126.130297,2081.296599,DH_in_Pdyn,1.0,inhibitory,2.0,male,M1,1,0328_M1_C,0,0,0,2,0,0,0,0,4,1,0,0,1,0,0,1,3,1,1,0,0,1,0,2,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
2656144900235100278,20240328,2659.313721,6252.04778,2690.253608,DH_ex_Grpr,1.0,excitatory,2.0,male,M2,1,0328_M2_C,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2656144900246100049,20240328,1852.55835,9347.421394,2464.602672,DH_ex_Grpr,1.0,excitatory,2.0,male,M1,1,0328_M1_C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2656144900314100182,20240328,860.8485107,6541.500843,3435.194019,DH_in_Pdyn,1.0,inhibitory,2.0,male,M2,1,0328_M2_C,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2656144900503100067,20240328,1930.106934,8386.936754,5312.331813,DH_ex_Grpr,1.0,excitatory,2.0,male,M2,2,0328_M2_L,0,0,0,2,0,0,0,1,0,4,0,0,3,0,0,0,0,3,0,0,0,1,0,2,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1
2656144900515100178,20240328,2466.800049,11828.60281,5400.143589,DH_ex_Gpr83,1.0,excitatory,2.0,male,M1,3,0328_M1_S,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2656144900542100245,20240328,1602.221558,12154.47201,5716.522286,DH_ex_Gpr83,1.0,excitatory,2.0,male,M1,3,0328_M1_S,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2656144900561100195,20240328,1738.767212,10179.31476,6028.366452,DH_ex_Gpr83,1.0,excitatory,2.0,male,M1,2,0328_M1_L,0,0,0,0,0,1,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2656144900634100045,20240328,1393.775024,8869.967231,6662.494451,DH_ex_Gpr83,1.0,excitatory,2.0,male,M2,2,0328_M2_L,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,18,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1
2707604000042100020,20240415,2849.824219,7954.432812,7929.615382,DH_ex_Grpr,1.0,excitatory,2.0,male,M3,2,0415_M3_L,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,4,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,4,3,0,0,0,0,0,0,0,0,0
2707604000124100126,20240415,2412.582764,5569.030225,9729.806758,DH_ex_Gpr83,1.0,excitatory,2.0,male,M3,4,0415_M3_T,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,4,0,0,0,3,0,1,0,0,0,0,5,1,0,1,0,0,0,0,0,2,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,2,5,0,0,0,0,1,1,0,0,0
2707604000138100068,20240415,2837.854736,5321.098877,9946.710245,DH_ex_Gpr83,1.0,excitatory,2.0,male,M3,4,0415_M3_T,0,0,0,3,0,0,0,2,4,0,1,0,0,1,0,0,0,14,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,1,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,1,0,0,1,0
2707604700271100177,20240415,376.4277039,3779.544931,8400.79831,DH_in_Pdyn,1.0,inhibitory,2.0,male,M2,4,0415_M2_T,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2707604700272100112,20240415,1715.312134,4220.396738,8351.520108,DH_in_Pdyn,1.0,inhibitory,2.0,male,M2,4,0415_M2_T,0,0,0,0,0,0,0,0,4,6,0,0,1,0,0,0,5,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,2,0,0,0,0
2707604700389100195,20240415,1997.694702,3401.288618,9830.007997,DH_ex_Gpr83,1.0,excitatory,2.0,male,M2,1,0415_M2_C,0,0,0,0,0,0,0,3,0,2,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0
2707604800014100018,20240415,2284.864502,3984.367429,2939.023092,DH_in_Pdyn,1.0,inhibitory,2.0,male,M1,3,0415_M1_S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2707604800103100118,20240415,2482.914551,5477.833054,4168.191443,DH_in_Pdyn,1.0,inhibitory,2.0,male,M1,2,0415_M1_L,0,0,0,2,0,0,0,0,1,5,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,3,0,0,6,0,0,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,1,3,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0
2707604800343100193,20240415,868.9115601,1955.626564,7645.951179,DH_in_Pdyn,1.0,inhibitory,2.0,male,M1,1,0415_M1_C,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2707604800364100214,20240415,2870.483398,2023.134501,7937.772357,DH_ex_Gpr83,1.0,excitatory,2.0,male,M1,1,0415_M1_C,0,0,0,2,3,0,0,6,3,1,0,0,2,1,2,0,0,3,0,1,0,1,0,0,0,0,1,1,12,0,0,0,0,1,0,1,0,1,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,4,6,0,1,0,0,0,1,0,0,2
2707604800445100185,20240415,2424.71582,1299.549881,8942.311125,DH_in_Pdyn,1.0,inhibitory,2.0,male,M1,1,0415_M1_C,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2707737900090100167,20240415,1951.577637,11387.78444,9684.141482,DH_ex_Grpr,1.0,excitatory,2.0,female,F1,2,0415_F1_L,0,0,0,2,0,1,0,0,0,4,0,0,3,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
2726544600245100298,20240422,2727.630371,3163.303907,9175.442833,DH_in_Pdyn,1.0,inhibitory,2.0,female,F1,4,0422_F1_T,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2726562800059100205,20240422,3039.681641,4839.696308,2843.575957,DH_ex_Gpr83,1.0,excitatory,2.0,male,M2,1,0422_M2_C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
2726562800258100105,20240422,4772.845215,7296.100281,5490.442855,DH_in_Pdyn,1.0,inhibitory,2.0,male,M2,2,0422_M2_L,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,1,0,1,0
2726562800280100097,20240422,3794.70166,8150.187126,5804.362843,DH_ex_Gpr83,1.0,excitatory,2.0,male,M2,2,0422_M2_L,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2787445900051100037,20240503,404.9824524,4026.84411,190.3467968,DH_ex_Grpr,1.0,excitatory,2.0,female,F5,4,0503_F5_T,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2787445900094100050,20240503,2288.391846,5727.280435,605.7437464,DH_ex_Grpr,1.0,excitatory,2.0,female,F5,1,0503_F5_C,0,0,0,4,2,0,0,6,0,0,0,0,18,1,0,0,0,1,0,2,1,0,0,1,1,0,0,0,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,6,2,0,1,1,0,0,0,0,0,0
2787445900130100099,20240503,2233.083252,5524.54272,893.6471204,DH_ex_Grpr,1.0,excitatory,2.0,female,F5,1,0503_F5_C,2,0,0,5,0,0,0,1,0,7,1,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,1,0,6,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,5,6,2,1,0,1,0,0,0,0,0
2787445900193100123,20240503,1602.091919,2389.704362,1470.556263,DH_in_Pdyn,1.0,inhibitory,2.0,female,F5,2,0503_F5_L,1,0,0,2,0,0,0,1,3,1,0,2,0,0,1,0,3,0,0,0,0,3,1,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,1,0,8,0,0,0,5,3,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,0,0,0,1,1,0,1,0,0
2787445900247100094,20240503,2180.685547,7180.624243,1822.876513,DH_ex_Grpr,1.0,excitatory,2.0,female,F4,1,0503_F4_C,0,0,0,0,1,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,0,0,2,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0
2787445900252100057,20240503,1369.573608,8562.442866,1641.543928,DH_in_Pdyn,1.0,inhibitory,2.0,female,F4,1,0503_F4_C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2787445900285100078,20240503,1834.825806,7343.266624,1897.748982,DH_ex_Gpr83,1.0,excitatory,2.0,female,F4,1,0503_F4_C,1,0,1,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,3,0,1,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
2787445900330200031,20240503,1757.925659,9558.133615,2386.683541,DH_ex_Grpr,1.0,excitatory,2.0,female,F4,1,0503_F4_C,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0
2787445900353100101,20240503,1657.301636,5566.4927,2656.692453,DH_ex_Gpr83,1.0,excitatory,2.0,female,F4,4,0503_F4_T,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0
2787445900387100064,20240503,895.0480347,4799.304903,2818.132635,DH_ex_Gpr83,1.0,excitatory,2.0,female,F4,4,0503_F4_T,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2787445900544100118,20240503,3275.618896,7350.908727,4050.848266,DH_ex_Grpr,1.0,excitatory,2.0,female,F3,1,0503_F3_C,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3,2,0,1,0,3,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
