Unnamed: 0,Datasets,volume,center_x,center_y,MERFISH_cell_type_annotation,Region,Excitatory_vs_Inhibitory,Segment,Gender,Mouse_ID,AP_position,Section_ID,Pmfbp1,Sema7a,Bdnf,Cck,Sema3a,Sema3g,Adcyap1r1,Drd5,Gabrb3,Pcdhb21,Lhx9,Ntrk3,Mc2r,Pomc,Htr4,Trhr2,Grik1,Nrgn,Chrna6,Spr,Npb,Prox1,Pthlh,Cyp27a1,Sst,Mc5r,Pcdhgb2,Dpy19l1,Nmu,Pax6,Hcrtr1,Apela,Pcdha1,Agtr1b,Sstr2,Adra1b,Ghrl,Htr3b,Adora2b,Dlk1,Pax2,Crhr1,Drd1,Tfap2b,Calcb,Ctss,Pcdha9,Htr1d,Sema6d,Gabrg3,Chrnb2,Cdh19,Pcdhb9,Gpc3,Pmp22,Onecut2,Pth1r,Penk,Pcdhb12,Chrne,Rorb,Fev,Esrrg,Aif1,Ccn2,Sema6c,Pcdha7,Npffr2,Pvalb,Sim1,Sema4d,Ghsr,Htr2a,Pcdhgb5,Uts2r,Pcdhb16,Bnc2,Pcdhga11,P2ry1,Chrna2,Pcdhb18,Farp2,Rnf220,Pcdhga12,Dbh,Prkcg,Vgf,Plxna1,Pcdhb19,Notch2,Plxnd1,P2rx7,Adra2a,Foxp2,Npy4r,Pcdhga8,Pitx2,Pcdhga9,Pcdhb3,Gabra1,Gabrq,Adamts2,Hrh2,P2rx6,Sema5b,Pcdha11,Calcrl,Nrp1,Gad2,Slc6a4,Pcdhgb4,Pcdhb4,Sema4c,Ramp2,Htr1f,Plxnb2,Pdzrn3,Plxnc1,Pcdhb11,Pcdhgc5,Jag2,Ptgds,Mc4r,Gabrg2,Pcdhga10,Dll1,Tnr,Pts,Cckar,Pcdhga6,Sstr3,Cfap43,Grid1,Tac4,Grik5,Plxnb1,Calb1,Npas4,Fosb,P2rx3,Grik3,Zfhx3,Chat,Oprm1,Chrm3,Chrm4,Pkd2l1,Hrh1,Chrna7
2656143800190100078,20240328,1975.16394,5225.282549,4405.816503,MV_ex_Syt2,4.0,excitatory,14.0,male,M3,4,0328_M3_T,0,2,0,1,1,0,4,0,1,1,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,5,0,1,0,0,0,0,8,0,3,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,3,0,0,0,2,3,0,1,0,1,0,0,0,1,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,2,0,6,1,0,0,0,2,0,0,0,0,0,0,1,0,0
2656143800191100190,20240328,3090.347412,5532.955996,4545.481864,MV_ex_Syt2,4.0,excitatory,14.0,male,M3,4,0328_M3_T,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,0,0,13,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1
2656144300188100131,20240328,2040.796875,8991.566987,12534.91203,MV_in_Esrrb,4.0,inhibitory,14.0,female,F2,2,0328_F2_L,0,2,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,3,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2656144300210100200,20240328,4329.390625,8887.01638,12793.49892,MV_ex_Syt2,4.0,excitatory,14.0,female,F2,2,0328_F2_L,0,4,0,0,0,0,9,0,0,0,0,13,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,2,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,17,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,5,5,0,0,0,0,1,0,1
2656144900086100088,20240328,2671.156494,8098.424156,874.7649554,MV_ex_Syt2,4.0,excitatory,14.0,male,M1,1,0328_M1_C,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2656144900165100206,20240328,2426.562256,8574.192871,1794.930187,MV_ex_Syt2,4.0,excitatory,14.0,male,M1,1,0328_M1_C,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,1
2656144900288100070,20240328,3478.26709,6622.582194,3067.71662,MV_ex_Syt2,4.0,excitatory,14.0,male,M2,1,0328_M2_C,0,3,0,0,0,0,1,0,1,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,1,0,0,1,15,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,2,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0
2656144900288100266,20240328,2940.806885,6598.226897,3262.333133,MV_ex_Syt2,4.0,excitatory,14.0,male,M2,1,0328_M2_C,0,9,0,3,0,0,9,1,2,0,0,19,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,3,0,7,0,0,0,0,0,0,2,0,0,1,1,3,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,2,15,1,0,0,0,9,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,4,0,0,0,0,0,13,0,6,1,0,0,0,1,0,0,0,0,0,0,1,0,4
2656144900371100168,20240328,455.849823,7867.800361,4074.02542,MV_ex_Syt2,4.0,excitatory,14.0,male,M2,4,0328_M2_T,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2656144900395100181,20240328,824.2854614,7472.043738,4368.050153,MV_in_Esrrb,4.0,inhibitory,14.0,male,M2,4,0328_M2_T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2656144900503100235,20240328,3094.41333,8567.339069,5478.64065,MV_ex_Syt2,4.0,excitatory,14.0,male,M2,2,0328_M2_L,0,6,0,0,0,0,1,0,1,0,0,16,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,5,0,5,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,9,1,0,1,0,5,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,1,4,1,0,1,0,0,5,0,3,0,0,0,1,0,0,4,0,0,0,0,0,0,2
2656144900505100045,20240328,3485.697754,9113.921181,5277.518373,MV_in_Esrrb,4.0,inhibitory,14.0,male,M2,2,0328_M2_L,0,4,0,0,0,0,0,0,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,9,0,0,0,1,0,1,0,0,0,0,0,1,1,11,0,0,0,32,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2656144900530100071,20240328,3083.647461,8765.956153,5581.235095,MV_in_Esrrb,4.0,inhibitory,14.0,male,M2,2,0328_M2_L,0,5,0,0,0,0,0,1,1,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,4,1,3,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,11,1,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,0,1,0,0,0,0,1,0,6,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2656144900541100087,20240328,1623.781982,11873.38766,5580.510679,MV_ex_Syt2,4.0,excitatory,14.0,male,M1,3,0328_M1_S,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2656144900557100254,20240328,3258.839355,8898.241072,6055.81399,MV_ex_Syt2,4.0,excitatory,14.0,male,M2,2,0328_M2_L,0,7,0,0,0,0,2,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,2,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,1,0,5
2656144900563100093,20240328,783.8639526,10565.07856,5883.501539,MV_in_Esrrb,4.0,inhibitory,14.0,male,M1,2,0328_M1_L,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2656144900609100056,20240328,3208.165527,8923.996549,6414.951562,MV_ex_Syt2,4.0,excitatory,14.0,male,M2,2,0328_M2_L,0,2,0,3,0,0,2,1,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,2,0,2,0,1,0,0,0,0,0,0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,1,0,1,0,0,1,0,7,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
2656144900641100094,20240328,1588.982422,10719.73608,6714.937722,MV_ex_Syt2,4.0,excitatory,14.0,male,M1,2,0328_M1_L,0,2,0,2,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2707604000041100154,20240415,3348.98877,7531.878427,8111.761578,MV_in_Esrrb,4.0,inhibitory,14.0,male,M3,2,0415_M3_L,0,5,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,1,0,0,1,0,1,0,0,0,0,3,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,10,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,6,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2707604000056100217,20240415,4270.570801,7620.584562,8404.336209,MV_in_Esrrb,4.0,inhibitory,14.0,male,M3,2,0415_M3_L,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2707604000057100022,20240415,2556.297607,7938.038389,8209.475788,MV_ex_Syt2,4.0,excitatory,14.0,male,M3,2,0415_M3_L,0,0,0,5,0,0,2,0,1,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,1,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,5,0,5,0,0,0,0,1,2,2,0,0,0,0,0,0,0
2707604000069100023,20240415,3680.399658,7171.266099,8503.168504,MV_ex_Syt2,4.0,excitatory,14.0,male,M3,2,0415_M3_L,0,5,0,1,2,0,2,0,0,1,1,27,0,0,1,0,0,0,0,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,7,0,8,0,0,0,0,3,1,1,1,0,0,0,7,0,0,1,0,0,9,0,0,0,0,0,0,3,0,1,0,0,1,1,16,0,1,0,33,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,3,1,0,0,0,0,7,0,0,0,0,2,9,0,11,0,0,0,0,1,0,4,0,0,0,0,1,1,1
