Unnamed: 0,Datasets,volume,center_x,center_y,MERFISH_cell_type_annotation,Region,Excitatory_vs_Inhibitory,Segment,Gender,Mouse_ID,AP_position,Section_ID,Sema7a,Bdnf,Cck,Sema3a,Adcyap1r1,Gabrb3,Lhx9,Ntrk3,Pomc,Htr4,Grik1,Nrgn,Spr,Prox1,Pthlh,Cyp27a1,Sst,Pcdhgb2,Dpy19l1,Nmu,Pax6,Agtr1b,Sstr2,Dlk1,Pax2,Crhr1,Drd1,Calcb,Ctss,Pcdha9,Sema6d,Gabrg3,Chrnb2,Cdh19,Pcdhb9,Gpc3,Pmp22,Pth1r,Penk,Pcdhb12,Rorb,Esrrg,Sema6c,Pcdha7,Npffr2,Pvalb,Sema4d,Htr2a,Pcdhgb5,Pcdhb16,Bnc2,Pcdhga11,P2ry1,Rxfp3,Pcdhb18,Rnf220,Pcdhga12,Prkcg,Vgf,Plxna1,C5ar1,Pcdhb19,Notch2,P2rx7,Adra2a,Pitx2,Pcdhga9,Col23a1,Gabra1,Gabrq,Adamts2,Agtr1a,Sema5b,Pcdha11,Pdyn,Fbn2,Calcrl,Nrp1,Gad2,Pcdhgb4,Sema4c,Ramp2,Plxnb2,Pdzrn3,Adcyap1,Plxnc1,Pcdhb11,Pcdhgc5,Jag2,Ptgds,Gabrg2,Pcdhga10,Tnr,Pts,Pcdhga6,Sstr3,Grid1,Grik5,Plxnb1,Calb1,Fosb,Grik3,Zfhx3,Chat,Chrng,Chrnb3,Pkd2l1,Chrna7
2656144300147100033,20240328,1243.326538,10378.5183,11865.47168,DH_ex_Nmu/Tac2,1.0,excitatory,8.0,female,F2,4,0328_F2_T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2656144900085100083,20240328,1029.380005,7775.522469,812.1035594,DH_ex_Nmu/Tac2,1.0,excitatory,8.0,male,M1,1,0328_M1_C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2656144900111100129,20240328,1247.831665,7781.093553,1115.985174,DH_ex_Prkcg/Nts,1.0,excitatory,8.0,male,M1,1,0328_M1_C,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0
2656144900111100164,20240328,1630.549072,7806.920946,1149.114015,DH_ex_Prkcg/Nts,1.0,excitatory,8.0,male,M1,1,0328_M1_C,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2656144900137100057,20240328,403.0163269,7777.856902,1327.546999,DH_ex_Tac2,1.0,excitatory,8.0,male,M1,1,0328_M1_C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2656144900217100036,20240328,1854.876465,8344.036094,2160.897039,DH_ex_Prkcg/Nts,1.0,excitatory,8.0,male,M1,1,0328_M1_C,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0
2656144900217100053,20240328,2009.270386,8412.560168,2179.687502,DH_ex_Nmu/Tac2,1.0,excitatory,8.0,male,M1,1,0328_M1_C,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,16,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,5,0,1,0,2,0,0,0,1,0,0,0
2656144900217100111,20240328,3174.54248,8417.393133,2217.581339,DH_ex_Nmu/Tac2,1.0,excitatory,8.0,male,M1,1,0328_M1_C,0,0,0,0,2,0,0,3,0,0,0,1,0,1,1,0,8,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,9,5,1,0,0,0,0,0,0,0,0,0
2656144900217100165,20240328,2333.828369,8467.578438,2256.096172,DH_ex_Nmu/Tac2,1.0,excitatory,8.0,male,M1,1,0328_M1_C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,3,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2656144900217200049,20240328,1320.235718,8389.538366,2181.63969,DH_ex_Prkcg/Nts,1.0,excitatory,8.0,male,M1,1,0328_M1_C,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2656144900314200143,20240328,3263.772461,6620.876044,3436.317406,DH_ex_Tac2,1.0,excitatory,8.0,male,M2,1,0328_M2_C,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,2,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,3,2,0,0,0,0,1,1,0,1,0,1
2656144900315100160,20240328,2495.666992,6635.048214,3472.070538,DH_ex_Nmu/Tac2,1.0,excitatory,8.0,male,M2,1,0328_M2_C,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,1,1,0,0,0
2656144900343100207,20240328,2163.302979,7276.70896,3709.5614,DH_ex_Prkcg/Nts,1.0,excitatory,8.0,male,M2,4,0328_M2_T,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
2656144900369100158,20240328,3496.312012,7355.527031,3994.004072,DH_ex_Prkcg/Cck,1.0,excitatory,8.0,male,M2,4,0328_M2_T,2,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2656144900404100023,20240328,1401.583984,9727.984587,4122.828409,DH_ex_Prkcg/Cck,1.0,excitatory,8.0,male,M1,4,0328_M1_T,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
2656144900420100204,20240328,1992.419067,7165.254587,4664.447259,DH_ex_Tac2,1.0,excitatory,8.0,male,M2,4,0328_M2_T,0,0,0,0,1,1,1,3,1,0,1,0,0,0,1,0,9,1,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2656144900529200056,20240328,2799.150391,8389.379497,5562.798282,DH_ex_Nmu/Tac2,1.0,excitatory,8.0,male,M2,2,0328_M2_L,0,1,0,0,1,0,1,3,0,0,1,3,0,0,1,0,16,0,1,2,0,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2656144900542100210,20240328,2154.230957,12180.82547,5673.45918,DH_ex_Prkcg/Cck,1.0,excitatory,8.0,male,M1,3,0328_M1_S,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,1,0,0,0,0,0,0
2656144900609100174,20240328,2530.151123,8972.557644,6575.973366,DH_ex_Prkcg/Nts,1.0,excitatory,8.0,male,M2,2,0328_M2_L,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0
2656144900641100169,20240328,1422.538452,10614.95811,6771.198823,DH_ex_Prkcg/Nts,1.0,excitatory,8.0,male,M1,2,0328_M1_L,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2656144900641100239,20240328,2355.082275,10760.75515,6823.749009,DH_ex_Nmu/Tac2,1.0,excitatory,8.0,male,M1,2,0328_M1_L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2707604000057100100,20240415,1504.318237,8004.278226,8281.643143,DH_ex_Tac2,1.0,excitatory,8.0,male,M3,2,0415_M3_L,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
2707604000110100036,20240415,1043.047119,5944.312404,9362.80075,DH_ex_Prkcg/Nts,1.0,excitatory,8.0,male,M3,4,0415_M3_T,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,1,2,0,0,1,0,0,0,0,0
2707604000140100055,20240415,2475.694336,5899.083885,9962.134809,DH_ex_Nmu/Tac2,1.0,excitatory,8.0,male,M3,4,0415_M3_T,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,1,0,0,0,0,0
2707604000155100044,20240415,3373.01709,5899.742165,10205.91094,DH_ex_Prkcg/Nts,1.0,excitatory,8.0,male,M3,4,0415_M3_T,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,3,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,2,0,0,0,0,0
2707604000155100092,20240415,853.1790161,5882.520363,10260.07436,DH_ex_Prkcg/Cck,1.0,excitatory,8.0,male,M3,4,0415_M3_T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2707604000155100195,20240415,2999.20874,5836.248259,10447.22686,DH_ex_Prkcg/Nts,1.0,excitatory,8.0,male,M3,4,0415_M3_T,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2707604700091100209,20240415,1311.660522,7387.978811,6184.860787,DH_ex_Prkcg/Nts,1.0,excitatory,8.0,male,M3,3,0415_M3_S,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2707604700250100221,20240415,937.3356934,4775.133537,8157.93305,DH_ex_Tac2,1.0,excitatory,8.0,male,M2,4,0415_M2_T,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2707604700250100313,20240415,1529.279175,4618.817219,8224.269801,DH_ex_Prkcg/Cck,1.0,excitatory,8.0,male,M2,4,0415_M2_T,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,11,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0
2707604700367100020,20240415,1790.313965,3894.169875,9359.74362,DH_ex_Nmu/Tac2,1.0,excitatory,8.0,male,M2,1,0415_M2_C,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,6,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,3,0,0,0,0,0,0,0,0,0,0
2707604700412100030,20240415,1699.389771,3169.490036,9925.091469,DH_ex_Prkcg/Cck,1.0,excitatory,8.0,male,M2,1,0415_M2_C,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0,0
2707604800014100021,20240415,2483.040771,4064.015734,2946.303424,DH_ex_Nmu/Tac2,1.0,excitatory,8.0,male,M1,3,0415_M1_S,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,3,0,1,0,0,1,0,0,0,0,0
